Company Name,size,employees_count,followers,founded,description
Dynamic Engineering Consultants,10,6,169,2005,Dynamic Engineering Consultants specializes in mechanical civil and structural design and certification We offer the following services n nMechanical Design nStructural Design nCivil Design n3D modelling Solidworks n2D drafting nTesting and design verification nStress analysis and FEA nProject Management
Dynamic Industries Gippsland,0,0,0,3000,Dynamic Industries Gippsland is a mining metals company based out of 40 Chickerell St Morwell Australia
Dynamic Resource Solutions Group,10,5,0,2012,Dynamic and independent product supply company that focuses on safety innovation quality and reliability
Dynamic Steelform,0,0,0,3000,We always come up with a complete solution to our clients so that they are completely satisfied We offer a range of accessories that suits the curved designs This includes wall channels flashing hip bars and curved box gutters The accessories such as Fascia or Gutter etc are specifically manufactured to provide your roofing with a finishing touch
Dynamics G Ex,200,22,1454,2011,Ensuring the world s leading Mining and Exploration Companies Unearth Discoveries Faster by providing the toughest most reputable Geological Exploration Supplies refreshingly quick and eliminating drill rig downtime n nDynamics G Ex is an International geology supply store and mining equipment manufacturer Head Quartered in Australia that is growing out of one simple belief Mining professionals Geologists Fieldies and Core Shed personnel should spend more time in the field what they love and less time behind their desks nFor as long as we can remember the great predicament our mining professionals have had is that as highly trained specialist individuals are spending hours a day doing stuff they ve been roped into which they neither love or gain fulfillment from n n Life Should be Easier n nWe believe that today so much responsibility lies with our mining professionals in literally making our world operate from the copper gold and silver used in our estimated 7 billion mobile phones to the approx 1 2 billion cars on the road in which the iron ore we mine is used to make the steel bodies It s been the great people out in the field making these discoveries that has allowed these great inventions to even happen n nOur mining professionals have the inbuilt desire to spend their days in our great outdoors to search explore and define the next big deposit that becomes a great and prosperous mine Little do most people know that it s our mining professionals that allow the world we have today to develop this far and continue to function well into the future Dynamics believe in getting these great people wherever they are in the world from behind their desks out of their offices and into the field so that they can explore for the next big discovery
Dynasty Garage Doors,0,0,0,3000,At the core of our success has been our ability to develop a network of suppliers and industry participants who are widely recognised as the best in the industry at what they do The positive partnerships we have formed and continue to form enable us to provide a complete a full range of compliant residential and commercial garage door services
Dynasty Metals Australia Limited,0,0,0,3000,Not Provided
Dysart Mining Group,0,0,0,3000,Not Provided
E Industrial Engineering,0,0,0,3000,E Industrial Engineering is a mining metals company based out of Unit 20 62 66 Newton Rd Wetherill Park Australia
E J Hadaway,0,5,0,3000,E J Hadaway is a mining metals company based out of 3 Nicholas Dr Dandenong South Australia
E C Engineering,10,3,269,2018,At E C Engineering we provide professional engineering services for mining industry in control systems automation advance process control instrumentation electrical and network communication technology n nOur Chartered Professional Engineer is registered in Engineers Australia NER with more than 10 years experience in mining operations and projects
E Steel Aust Pty Ltd,0,5,0,3000,Not Provided
E C W Group Pty Ltd,10,0,0,2018,E C W Group specializes in earthworks for geotechnical test pitting dificulat sensitive site access Drilling pads sumps nE C W Group director Trevor Odgers has over 20 years experience in the mining industry operating various drill rigs and heavy machinery nTrevor has experienced countless problems throughout the years with earthmoving contractors not understand the requirements needed to gain safe access to complete projects resulting in unsafe sites lost productivity nE C W Group aims to provide earthworks that will improve contractor safety and improve productivity
E2 Metals,10,3,0,3000,Not Provided
EA Hire Equipment,200,14,0,1999,EA Hire Equipment originally called Excavators Australia is a privately owned and operated company established in 1999 to supply the civil construction industry with a comprehensive range of excavators available on wet or dry hire n nToday the company provides a full range of heavy equipment available for dry hire Although the majority of the business consists of dry hire for specialist services EA Hire Equipment can provide operators to meet these requirements Over the years EA Hire Equipment has built a strong reputation in supplying the latest machinery available and providing teams of highly skilled operators and Rapid Response Service Teams to deliver specialist services to a very high standard n nOur crews have worked on many of the country s largest iconic civil projects some of which have included M5 Freeway Nextgen Rollout Cross City Tunnel M7 Freeway Lane Cove Tunnel Eastlink and Brisbane Airport Link n nIn 2005 Shantfell Underground was added to the business to compliment EA Hire s above ground civil service by also providing a team of operators able to perform specialised underground services and shaft works n nShantfell Underground which was started in 1996 came with an established reputation amongst the construction industry in performing niche tunnelling services Now known as SU Tunnel Civil Services our clients are able to streamline the number of contractors required on site by accessing our complete above and below ground wet hire service along with contracting and ground support services
EAE Consulting,10,0,16,2019,Geostatistics and machine learning for geospatial modeling
EARTHECONX,1,0,0,3000,Contract exploration for gold and base metals geoscientific research mineral economics
EAST ARNHEM ENTERPRISES PTY LTD,10,0,0,3000,EAST ARNHEM ENTERPRISES PTY LTD is a mining metals company based out of Po Box 646 Nhulunbuy Northern Territory Australia
EAST VICTORIA PARK PRIMARY SCHOOL,10,5,5,3000,EAST VICTORIA PARK PRIMARY SCHOOL is a mining metals company based out of BEATTY AVE EAST VICTORIA PARK WA Australia
EAU Mining Pty Ltd,10,0,11,3000,Our vision is to build from the beginning a maturely governed exploration and mining company focusing on the Arabian Nubian Shield and backed by financial and technical resources from Canada and Australia nOur focus is towards essential future enabling precious mineral and base resources and always leaving behind a positive social environmental and fiscal legacy
ECCON Engineering Pty Ltd,10,0,66,2011,ECCON Engineering Pty Ltd provides project management mechanical piping and control systems engineering services and personnel to the mining materials handling and oil and gas industries in WA r n r nThe company combined has 9 years control systems experience and 8 years mechanical and piping experience
ECE Supplies,10,0,10,3000,Recycling is one of the cheapest and easiest ways to dispose of HDPE pipe and pond liners from decommissioned mining sites r n r nThe future of the mining industry is dependent on the legacy it leaves Its reputation is affected when mines are abandoned or detrimental environmental issues emerge because they have not been appropriately addressed r n r nHere at ECE Supplies we strive to make mine site decommissioning and site reclamation as effortless as possible We can assist with HDPE Pipe and pond liner removal and supply various other products and services you require r n r nOur team will work alongside you during the decommissioning stage and provide advice on how to prepare the material for handover to our team r n r nOur team is made up of skilled professionals large plant operators and a diverse range of dedicated and experienced people who hold relevant tickets and compliance certifications for their fields of work r n r nOur team is fully equipped and compliant to enter onto the gas fields to load and remove the pipe and pond liner from dump sites and various staging locations r n r nOur combined knowledge experience and extensive fleet provide us with the flexibility to deliver successful outcomes on numerous projects at the same time effectively and efficiently r n r nWe can send our company representative to meet with you and discuss the best way to remove the pipe with the least interference to your operations
ECG Engineering Pty Ltd,200,29,204,3000,ECG provides specialised electrical engineering services to the Mining Utilities Materials Handling and Industrial industries with extensive and proven capabilities across all aspects of project management power generation power systems control systems automation plant integrity and operations support Through expertise experience innovation and integrity ECG clients are supported by a team of highly qualified and dedicated professionals with worldwide experience in the design construction and commissioning of mineral processing facilities ECG can deliver efficient innovative reliable and cost effective solutions for your project delivery
ECKA GRANULES AUSTRALIA PTY LTD,50,10,20,3000,ECKA GRANULES AUSTRALIA PTY LTD is a mining metals company based out of 4523 EAST TAMAR HWY BELL BAY TAS Australia
ECM Lithium AT GmbH,0,0,0,3000,ECM Lithium AT GmbH is a mining metals company based out of 32 Harrogate St West Leederville Australia
EDC Consulting Pty Ltd,50,6,865,3000,EDC is owned and run by Project Controls Professionals from the Mining and Oil Gas industries Our experienced team has worked across Australia New Zealand New Guinea Asia Middle East South Africa and Canada We have worked for both clients and contractors and chances are one of us has worked where you are now r n r nOur goal is to provide a specialised service for our clients where the mutual benefit of work satisfaction and project milestones are achieved r n r nWe have experience placing consultants in the following roles r n r n Cost Engineering r n Senior Cost Engineering r n Planning r n Senior Planning r n Lead Planning r n Project Controls Manager r n Document Controller r n Senior Document Controller r n Study Manager r n Engineering Manager r n Contracts Administrator r n Contracts Manager r n HSE officer r n Mechanical Supervisor r n Electrical Supervisor r n Civil Supervisor r n HSE Officer r n Tech Writers r n r nEDC Consulting also has capabilities to provide expert shutdown teams and conduct schedule reviews and estimate reviews
EDGE DRILLING PTY LTD,50,6,1925,3000,Exceeding Expectations with exceptional service sample presentation since 2010 One of the most trusted names in Western Australia and the Northern Territory EDGE DRILLING is highly sought after by global Engineering Environmental Exploration and Mining Companies for drilling projects of all complexities and scales Operating from a safety first culture EDGE DRILLING maintains a comprehensive Safety Management System along with a custom suite of safe operating procedures to ensure safety is the priority as we respond to our clients drilling needs EDGE DRILLING delivers an integrated product of exceptional service quality equipment and industry expertise The design and configuration of our customised drill rigs support equipment coupled with trained and experienced EDGE DRILLING operators facilitates high performance drilling and industry leading productivity Working closely with geologists to meet the demands of the Australian mining industry EDGE DRILLING is result safety driven consistently presenting samples of the highest integrity at competitive rates EDGE DRILLING sets the benchmark for performance timeliness quality and reliability in all aspects and fields of drilling eg Exploration Resource Definition Geotechnical Environmental Hydrological n we understand it s the quality and reliability of the service we provide to our clients that makes Edge Drilling stand out from the rest
EDM Son Engineering,0,0,0,3000,is your first stop for all your steel engineering stainless and aluminium fabricating needs We are the specialists in general engineering and fabrication using stainless steel steel and aluminium Providing MIG and TIG Welding Cutting Drilling Pan Brake Folding CNC Brake Pressing Plasma Cutting and Architectural Work
EDMO Australia Pty Ltd,50,5,25,1970,EDMO has the world s most extensive range of mining jacks and stands Our products are used and trusted by mining operations in 22 countries
EDMSL,200,0,0,3000,A mining services compnay listed on the ASX
EDNA MAY OPERATIONS PTY LTD,10,4,14,3000,EDNA MAY OPERATIONS PTY LTD is a mining metals company based out of L 1 9 HAVELOCK ST WEST PERTH WA Australia
EEHA Automation,10,8,133,2014,EEHA Automation is a specialist provider of Electrical Engineering Services to the Mining Utility Sector r nOur primary services include PLC SCADA HMI Networking and Reporting Services r n r nAuditing r n r n Security r n Standards Compliance r n Backups r n Spares Parts r n Change Management Systems r n Procedures r n Scheduled Tasks r n Disaster Recovery Plan r n r nDesign r n r n PLC r n SCADA r n HMI r n Reporting r n Networking r n PC Domain r n Functional Specifications r n Standardized PC Images r n Preferred Equipment Selection r n r nCommissioning r n r n Programming r n Systems Integration r n Documentation r n Sites Representation r n FAT Testing r n SAT Testing r n r nSupport r n r n Upgrades r n Fault Finding r n Training r n Remote and Onsite Support r n How to Guides r n Project Management r n r nOur Focus is on Redundant Scalable Solutions which are easy to Operate Modify and Maintain r n r nAt EEHA Automation we are committed to customer satisfaction r n r nWe deliver on this commitment by r n r n Listening to customers requirements r n Providing honest and transparent quotations r n Creating fit for purpose solutions r n Consulting with customers throughout the development process and r n Following up on the performance of our solutions
EFC Metal Powder Coating,0,0,0,3000,Established in 1975 by the Joyce family focusing on quality manufacturing of light gauge products in Australia As EFC grew the business moved from Penrith to Katoomba and then to its current location in St Marys
EHSQ Management Solutions Pty Ltd,10,2,54,2015,The importance of having a robust Environmental Health Safety and Quality system and culture should not be under estimated its failure can impact on personnel the environment the community and business processes We believe that by working with you to achieve a robust EHSQ system and culture the sustainability of your business is assured nEHSQ Management Solutions EHSQ brings together highly experienced specialists in mining resources and construction Whether you are a small business or a multi national organisation striving to meet legislative requirements EHSQ can provide a service tailored your risks operational requirements and budget constraints n nEHSQ has a diverse network of consultants with expertise in the following areas nEnvironmental Management nSafety nRisk Management nHSE Compliance nAuditing nIncident Management and Investigation
EICKHOFF AUSTRALIA PTY LTD,50,21,47,3000,EICKHOFF AUSTRALIA PTY LTD is a mining metals company based out of 41 PRINCE WILLIAM DR SEVEN HILLS NSW Australia
EK Consultants,10,4,0,3000,Not Provided
EL Corporation Limited,0,0,1,3000,EL Corporation Limited is a mining metals company based out of 99 Mount St North Sydney New South Wales Australia
ELG RECYCLING PROCESSORS PTY LTD,0,4,17,3000,ELG RECYCLING PROCESSORS PTY LTD is a mining metals company based out of 170 Northbourne Rd Campbellfield Victoria Australia
EMCS INTERNATIONAL,10,2,9,2014,EMCS is an Australian registered company established in 2014 by a group of Mining Industry Professionals to link International Suppliers with Australian engineering companies and end users to ensure effective delivery of projects and continual improvement of existing operations nWe specialise in engineering metallurgy sourcing and consulting primarily to the chemical and hydro metallurgy sectors We supply premium quality products and engineered systems from internationally respected companies to ensure the final products offer the best value for money available for our clients nContact us today for a solution to your most difficult application
EMESRT Earth Moving Equipment Safety Round Table,10,0,354,2006,EMESRT is a mining industry body set up in 2006 to influence how Original Equipment Manufacturers OEMs design and build their products It presents a common industry voice and is focused on reducing health and safety risks from operating and maintaining mining equipment It delivers practical outcomes by connecting a community of end users OEMs researchers and third party suppliers Through a formal and transparent project management process EMESRT sets industry level goals and then coordinates the delivery project by project n nOUR VISION nA mining industry free of fatalities injuries and occupational illnesses associated with operating and maintaining earth moving equipment n nEMESRT PURPOSE nAccelerate development and adoption of leading practice design to minimise the risk to health and safety through a process of OEM contractor and user engagement
EMF WA Pty Ltd,50,10,349,3000,EMF WA PTY LTD is a Perth based solutions focussed engineering company specialising in the repair and preventative maintenance of fixed plant equipment for the mining construction and oil gas industries including n n Alignment n Bearing n Breakdown n Construction n Engineering solutions n Gearless mill drive maintenance and installation n Scheduled maintenance and planning n Refurbishment n Preventative maintenance n nPROJECT MANAGEMENT EXCELLENCE nEMF s project management excellence is applied to every job from concept to completion as well as ad hoc delivery n nFrom full Module installation remedial works or maintenance programmes site monitoring of critical path items and scheduling of replacement items for large and small scale operations in the mining sectors EMF offers a wide range of integrated mining support and ancillary services to solve field operations requirements n nCarefully executed innovative solutions and exceptionally honed human resources are critical in identifying the right approach and team for a project Seamless integration with an existing client team for a role or entire function demonstrates accountability and a flexible commitment to quick turnarounds n nEMF s respected management team hold over 50 years collective experience They are experts in managing high end shutdowns including inspections diagnosis repair maintenance installations creative engineering solutions and improvements to provide a high standard of workmanship that is completed within the allocated timeframe n nEMF schedules operations to minimise client down time and cost overruns using internal collective engineering excellence as well as engagingcthe most qualified and experienced teams n nIntegrity and safety are core values that are applied to the often complex problems associated with expansion and maintenance programs EMF provide creative solutions with a safe cost effective and time efficient commitment to exceeding expectations
EMF Services,10,2,833,2010,EMF Services is an Australian owned and operated business that have provided Electrical Products Engineering Services to Mining Industrial Manufacturing Transport Power Utilities Commercial Sectors for over 10 years
EMJC Earthmoving and Plant Hire,50,15,178,2008,EMJC Earthmoving and Plant Hire is a construction and mining equipment rental repair and project maintenance company EMJC has been working for over 12 years with civil and mining clients throughout Australia successfully completing their earthmoving projects and maintenance solutions
EMS Group Pty Ltd,200,23,1052,2010,In the underground mining and tunnelling industries it is vital to keep projects running on time nAt EMS Group that is exactly what we do we help you get running and stay running with our wide range of machinery parts and workshop facilities nWe pride ourselves on supporting large scale underground mining and tunnelling projects across Australia and South East Asia n nOur Services n Repairs and rebuilds trucks loaders drills shotcrete and ancillary equipment are our specialties n Equipment hire we have a large range of underground mining and tunnelling equipment available for hire n Machinery sales we offer a range of new and fully rebuilt underground mining and tunnelling machinery for sale n Parts and service exchange we offer a large range of parts and service exchange components to support underground mining and tunnelling equipment
EMS SATCOM Pacific Pty Ltd,0,0,0,3000,EMS SATCOM Pacific Pty Ltd is a mining metals company based out of INNOVATION HOUSE FIRST AVENUE TECHNOLOGY PARK Mawson Lanes South Australia Australia
EMU NL,10,0,0,3000,Not Provided
EMtek,200,47,881,2014,About n nEngineered for success n nEMtek is a multidisciplinary engineering company that is built on a foundation of good values innovative services and exceptional skills n n Our approach is a collaborative innovative yet practical approach to engineering n Our vision is to continue reengineering industry economics through an innovative solutions based model n Our mission is an environmentally lead engineering system which continues to uphold the safety of our people n nServices n nEngineered to success n nEMtek is committed to the highest engineering standards through its 30 years experience in multidisciplinary holistic and sustainable technologies n n Engineering Technical Services We provide state of the art excellence in engineering solutions at every stage of a project lifecycle from concept to design implementation and operation Our A grade engineering and technical services are the best in industry n n Projects Site Services We seamlessly communicatively and collaboratively execute every phase of a project on time and to budget from concept and feasibility studies design procurement project delivery construction commissioning and operational support n n Industrial Technologies We provide real value creation with a best infield team that is most up to date with the latest technologies in specialist automation software and IT solutions for industrial applications in control systems n n Advisory We revolutionise the industry with smart ideas and low cost smart solutions through bespoke research and development that is drawn from our engineering and technological knowledge and collaboratively working with clients n nCareers n nEngineered from success n nEMtek is proud to lead the future of engineering through a supportive collaborative and integrative work environment with talented people
ENCO Group,50,17,508,2018,ENCO is an Australian engineering consulting software and product development team We believe in solving problems in innovative ways focused on providing quality solutions and adding business value in partnership with our customers n nIndustry experience gives us the ability to understand our customers needs from the ground up meaning practical recommendations and deliverables
ENERGY COAL MARKETING PTY LIMITED,0,2,12,3000,ENERGY COAL MARKETING PTY LIMITED is a mining metals company based out of L 4 6 Newcomen St NEWCASTLE NSW Australia
ENHANCE PLACE PTY LIMITED,10,0,0,3000,ENHANCE PLACE PTY LIMITED is a mining metals company based out of Po Box 6095 Keiraville New South Wales Australia
EO Consulting,10,0,265,2018,EO Consulting assists companies with operations in Africa Australia and Latin America to recruit technical professionals nWe provide flexible and adaptable recruitment solutions that take into account candidate experience cultural fit and language competencies nWe draw from our 15 years industry experience and extensive network of expat and local professionals to create a seamless recruitment solution enabling you to concentrate on the growth of your business n nOur Services n nRecruitment We recruit expat and local candidates according to business objectives and take into account candidate skill experience cultural fit and language competency n nTranslation nWe organise your translation needs for technical and legal documents between English French and Spanish n nInternational Business Facilitation nThrough our extensive network of business relations we actively facilitate business and talent pools across Australia Canada France and Africa n nRecruitment Specialties n nWe assist with expat and local recruitment for permanent and temporary roles including executive search positions n nExecutive search roles n CEO n CFO n COO n Board n VP n Country Manager n GM n Exploration Manager n Project Manager n Plant Manager n nRecruitment Process Outsourcing RPO nOur recruitment process outsourcing RPO is cost effective and quality driven We manage the complete recruitment process and offer partial services for companies requiring a tailored solution nWe regularly recruit for n Mining engineers n Environmental and Geotechnical engineers n Geologists n Metallurgists n Electrical engineers n Mechanical engineers n Maintenance professionals n Fitters Boilermakers n Finance and Admin professionals n Camp and Catering professionals
EOC Normalien Australia Pty Ltd,0,0,0,3000,EOC Normalien Australia Pty Ltd is a mining metals company based out of 51 Shearson Cres Mentone Australia
EOE No 75 Pty Ltd,0,0,0,1987,EOE No 75 Pty Ltd is a mining metals company based out of LEVEL 31 SOUTH THE RIALTO 525 COLLINS ST Melbourne Victoria Australia
EON Pty Ltd,1,0,4,2013,EON s main focus is gold exploration on the South Island of New Zealand Endeavour Inlet Bullendale nEndeavour Inlet is an c1880 s Antimony mine in the Marlborough Sound area Bullendale is an c1880 s reef goldmine at the head of the Skippers Creek near Queenstown Reconnaissance field work at these locations carried out in mid 2014 Subsequently EON built geological models for the mineralisation as well as developing exploration strategies to advance the projects
EPCM Resources,50,0,4,2007,Reputation integrity reliance quality workmanship value for money and completion time are highly sort after attributes by any business and things customers look for Our performance in these areas is measured in the repeat business and ongoing contracts and we invite you to be part of this experience n nFor over a decade EPCM Resources reputation as a service provider is founded on our ability to provide excellent customer service and to add value to our customer s businesses We are a long term solution provider with in house project management services allowing us to scope deliver projects on schedule and within budget But what I m most proud of our customers come with problems and we always find solutions Whether it s communications Mining Rail Defence technology or oil and gas we just get the job done
EPMS Consultants,50,7,366,2008,EPMS is a multi disciplined engineering and project management consultancy with a repuation for providing high quality cost effective project development services to the resources sector primarily Mineral Sands Iron Sands and Magnetite EPMS are experienced in mineral processing and have extensive process plant design expertise in house r nEPMS team is made up of Project Managers Construction Managers Engineers Designers and Draftspersons all of whom are highly experienced industry professionals r nEPMS is focused on developing long term partnerships its clients by exceeding expectations in terms of quality cost and schedule r nWe are a flexible company and able to meet the needs of any sized client for example we are currently undertaking process plant detailed design for a major blue chip company as well as currently assisting a number of exploration companies both within Australia and overseas commericalise their deposits and take their project through to operation r nEPMS has the experience and resources on tap to assist with the development and delivery of your project from scoping study through to commissioning and handover r n r nThe best time to evaluate our capabilities is before you need them so give EPMS a call today or visit our website
EQ Resources Limited,50,8,494,2005,EQ Resources Limited ASX EQR n nWe are a value oriented resources company sustainably producing and managing new economy minerals and metals We maximise the potential of our assets through resource efficiency and investment in our people to deliver materials that are critical for a better tomorrow It s how we drive value in our operations approach new opportunities and at the same time deliver positive societal impact while minimising our environmental footprint
EQ Resources Limited fka Speciality Metals International Ltd,50,14,169,2005,EQ Resources Limited ASX EQR n nWe are a value oriented resources company sustainably producing and managing new economy minerals and metals We maximise the potential of our assets through resource efficiency and investment in our people to deliver materials that are critical for a better tomorrow It s how we drive value in our operations approach new opportunities and at the same time deliver positive societal impact while minimising our environmental footprint
EQUIPA,10,5,306,2017,EQUIPA is a specialized people management and consulting company with expertise in the Mining and Resources Sectors nWe assist in the end to end HR services enabling us to provide advice and support to help you nplan for source assess develop and manage your workforce safely nOur experience of working in the industry not just on the industry allows us to offer a valued product to our clients human capital needs for their projects nWith over 35 years experience directly in the mining and people management inside our business we understand what it takes to make a difference n
ERIN RESOURCES LTD,0,3,0,3000,Erin Resources Ltd is an Australian listed exploration company intent on discovering multi million ounce gold deposits in the Birimian gold belts of Senegal West Africa
ERM High Voltage Asset Specialists,50,75,381,2017,ERM is an engineering firm specializing in n Generator Motor Transformer Repairs Turn Key Solutions n Supply of Generators Motors Transformers and all other HV Assets n High Voltage Testing RCA Maintenance Plans and full repairs of HV n Assets n R D world first initiatives The New Force in Electrical Industry n Operate Large workshop Facility in Perth 40T crane capacity n Specialised Field Service High Voltage Assets Generators Motors n Transformers n Power Systems Modelling DigSILENT ETAP and other software n Grid Integrated and Stand Alone Renewable Energy Systems n Specialized Engineering Support Site Based or Perth Based n nOur expert team in depth knowledge can do attitude and extensive industry partners has a proven track record of solving the most challenging problems and delivering great customer satisfaction ERM operates a large workshop facility in Western Australia and utilises state of the art HV Equipment This enables us to Design Modify Repair Test and Commission Electrical Equipment systems all under one roof n nERM have successfully designed and built their own High Voltage Test Bay enabling testing of all HV assets with a Pure Sign Wave Voltage Source Ensuring the insulation integrity of the WRIM and Generators is well preserved ERM conduct Australian First On Line Motor and Transformer Performance Analysis developed by ERM s In House Engineering Team n nEngineering Team 8 Electrical Engineers nTechnical Authority 3x Principal Engineers CPEng nField Service Specialised Field Service Personnel all with A class Electrical Licence n nNote As per MSIR AS3000 and AS2067 High Voltage Equipment must ONLY be worked on by qualified personnel holding A class licence Electrical Engineers n nElectrical Contractors Licence EC14493 ERM have x3 Nominees n nWorkshop Team Senior members A Class with 100 years of combined Electrical Experience
ERNEST HENRY MINING PTY LTD,50,35,215,3000,ERNEST HENRY MINING PTY LTD is a mining metals company based out of NEW ZINGARI RD CLONCURRY QLD Australia
ESPERANCE POWER STATION PTY LTD,10,0,6,3000,ESPERANCE POWER STATION PTY LTD is a mining metals company based out of 75 Dempster St Esperance WA Australia
ESPIER LTD,0,3,0,3000,ESPIER LTD is a mining metals company based out of SIGMA HOUSE OAK VIEW CLOSE EDGINSWELL PARK TORQUAY United Kingdom
ESS Engineering Services Supplies,200,41,591,1978,ESS commenced operations in Wollongong Australia in 1978 In 1985 the company moved its headquarters and manufacturing facility to Currumbin n nThe company currently employs 98 people Australia wide and now has a second manufacturing facility in Perth n nIn addition to the manufacturing operations sales offices have been established in many key areas around Australia and New Zealand ESS has exported its products to countries such as New Zealand Papua New Guinea Thailand India Israel Japan New Caledonia Europe and Vietnam n nESS is a member of AUSTRALIAN INDUSTRY GROUP and MESCA n nESS is Quality accredited to AS NZS ISO 9001 2008 Safety to AS NSZ 4801 2001 Certification is through SGS ICS Registered No 946 97 06 2982 As well as being governed by our quality accreditation all our products are manufactured to the relative industry standards
EV Metals Group plc,0,6,0,3000,EV Metals Group plc is a mining metals company based out of 256 Adelaide Terrace Perth Australia
EVADOR SITE SERVICES LIMITED,0,0,0,3000,EVADOR SITE SERVICES LIMITED is a mining metals company based out of UNIT 2 BARTON HILL WAY TORQUAY United Kingdom
EVH Drill Engineering,50,0,62,3000,Manufacturers of little drills for big jobs EVH Drll Engineering aso own EZIPROBE AUSTRALIA located in Bayswater Melbourne We are now agents for the following companies Eijkelkamp Agrisearch Equipment environmental samping A P Vandenberg SonicSamp Drill EVH can provide detailed informaton on any of the compaies listd here and products they supply
EXCAVACIONES LOMO DEL OBISPO SL,10,0,0,3000,EXCAVACIONES LOMO DEL OBISPO SL is a mining metals company based out of CARRETERA GENERAL AL VALLE ANTIGUA 9 ANTIGUA Spain
EXCLUSIVE GROUP of COMPANIES,50,5,0,3000,Not Provided
EXEL Drilling P L,10,0,0,2008,EXEL Drilling is a drill and blast company based in Mackay Queensland We currently service the quarry industry EXEL Drilling can supply face profiling Bore Tracking Pattern mark up Shot firing and drilling EXEL Drilling currently owns six top hammer drills with the capacity to drill holes from 89 mm to 127 mm if required
EZ TRACK,10,5,188,2019,In the material handling industry belt drift on conveyor systems is approximately a billion dollar problem each year in Australia alone n nCurrently the common industry standard to fix belt alignment issues is to install tracking frames and when belt misalignment issues present these frames are then tied off at an angle to existing structure in the hope that this offsetting of the frame will correct the drift this specific method is one that is deemed illegal by the Department of Mines Should this not work fixed idler frames are then unbolted and shifted off centre to once again try to correct the drift Both of these solutions require isolating the affected conveyor belt and having a team of people lock on risk assess and complete the task which is generally just an guess and check method This is cumbersome and requires immense downtime and undue exposure to risk for all involved n nThe Ez Track system can be easily fitted onto existing conveyors and effectively make corrections to belt drift issues all while the conveyor is live and operational This is done by the utilisation of 2 sets of Sensors who are constantly reading the belts movement and talking to one another When belt drift is detected they speak to the system which reacts and makes the required adjustment to the belt all while the conveyor is live By doing so we completely eliminate the risk involved with the manual process that is the existing standard of fixing drift issues Secondly we eliminate the production downtime involved with belt drift with a subsequent increase in profitability Finally we help reduce the carbon footprint of the system as there is an immense power draw involved with turning on and off a conveyor when using the industry standard guess and check methodology n nWe have experienced the frustration that comes from issues such as belt drift first hand this is why through extensive research and development we have developed and patented a system we know works
EZE Pillar Clips,0,0,0,3000,a family owned business is the sole Australian and Worldwide manufacturer of the EZE Pillar Clip Founded in 1934 our Company is the National Manufacturer of this unique Pipe and Plumbing Clip which has withstood the test of time since its concept due to its strength and unique design
Eagle Downs Coal Management,50,8,1981,3000,From mine to market we create value for our customers community and stakeholders through the safe and efficient delivery of the highest quality coal r n r nEagle Downs Coal is currently under construction and is in the process of establishing an outstanding and sustainable underground longwall mine with the potential to produce up to eight million tonnes of coking coal annually r n r nLocated in Queensland s thriving Bowen Basin 20km from Moranbah the Eagle Downs Project is owned by the Bowen Central Coal Joint Venture BCCJV the participants in which are Bowen Central Coal Pty Ltd 50 a subsidiary of Vale Australia Holdings Pty Ltd and Aquila Coal Pty Ltd 50 a subsidiary of the Australian listed mining company Aquila Resources Ltd r n r nEagle Downs Coal Management Pty Ltd is the appointed manager on behalf of the joint venture
Eagle Drilling NQ Pty Ltd,200,9,1579,2005,Eagle Drilling NQ Pty Ltd is a mining and metals company based in Charters Towers Queensland Australia
Eagle Helicopters,0,3,0,3000,Not Provided
Eagle Mountain Mining Ltd,10,10,0,2017,Eagle Mountain Mining Limited ASX EM2 established in 2017 is a copper gold explored focused on the strategic exploration and development of advanced and greenfields projects in Arizona n nArizona is at the heart of America s mining industry and home to some of the world s largest copper discoveries now owned by major mining companies including BHP Rio Tinto Freeport McMoRan and Hudbay Eagle Mountain s Oracle Ridge and Silver Mountain Projects are within the Laramide Arc which hosts many of these significant copper porphyry deposits n nOracle Ridge is a high grade advanced stage underground copper gold silver project The project includes an NI43 101 resource of 11 Xmt at 1 57 Cu 17 47g t Ag and 0 18g t Au Eagle Mountain s view is that there is significant potential to expand the known resources through additional drilling along with exploration at depth to define the source of the mineralisation n nSilver Mountain is a project which has multiple small copper gold mines with copper values up to 11 and gold up to 10g t The project has not had modern exploration applied and Eagle Mountain s exploration objective is to delineate a significant resource and source of mineralisation Drilling undertaken by Eagle in 2019 resulted in our understanding that the mineralisation is due to a porphyry system and evaluation is ongoing
