Ticker,Short Name,Cntry Terrtry Of Dom,Sec Type,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees LF,ICB Sector Name,ICB Subsector Name,GICS Ind Name,GICS SubInd Name,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm
NHY NO Equity,NORSK HYDRO ASA,NO,Common Stock,19.99B,28.71B,29.45B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
IVN CN Equity,IVANHOE MINES LT,CA,Common Stock,19.76B,61.91M,9.28B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Mining
358 HK Equity,JIANGXI COPPER-H,CN,Common Stock,19.69B,109.42B,42.78B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
PMAH MK Equity,PRESS METAL ALUM,MY,Common Stock,16.93B,4.95B,6.01B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
LUN CN Equity,LUNDIN MINING CO,CA,Common Stock,15.84B,5.19B,16.83B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Mining
5016 JP Equity,JX ADVANCED META,JP,Common Stock,15.60B,7.20B,13.71B,10k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
BOL SS Equity,BOLIDEN AB,SE,Common Stock,15.52B,12.79B,16.97B,8k,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
000807 CH Equity,YUNNAN ALUM-A,CN,Common Stock,14.82B,11.47B,9.28B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
1208 HK Equity,MMG,AU,Common Stock,13.73B,6.79B,24.23B,5k,Industrial Metals and Mining,Copper,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Mining
AA US Equity,ALCOA CORP,US,Common Stock,12.74B,18.04B,22.74B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
000630 CH Equity,TONGLING NONFE-A,CN,Common Stock,12.40B,30.67B,17.93B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
5713 JP Equity,SUMITOMO MET MIN,JP,Common Stock,12.38B,16.04B,32.80B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
486 HK Equity,RUSAL,RU,Common Stock,12.27B,18.32B,35.89B,59k,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
S32 AU Equity,SOUTH32 LTD,AU,Common Stock,11.71B,8.93B,20.88B,9k,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Aluminum,--
KGH PW Equity,KGHM,PL,Common Stock,11.33B,13.46B,21.08B,35k,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Mining
002532 CH Equity,TIANSHAN ALUMI-A,CN,Common Stock,10.92B,5.92B,12.58B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
002128 CH Equity,INNER MONGOLIA-A,CN,Common Stock,10.59B,6.29B,11.44B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
601958 CH Equity,JINDUICHENG -A,CN,Common Stock,10.19B,2.86B,4.57B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Molybdenum,--
1258 HK Equity,CHINA NONFERROUS,CN,Common Stock,9.78B,5.79B,6.72B,9k,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
600219 CH Equity,SHANDONG NANSH-A,CN,Common Stock,9.72B,7.05B,15.56B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
601168 CH Equity,WESTERN MINING-A,CN,Common Stock,9.67B,10.54B,12.17B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
000426 CH Equity,INNER MONGOLIA-A,CN,Common Stock,9.44B,899.93M,2.69B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",--
000933 CH Equity,HENAN SHENHUO-A,CN,Common Stock,9.29B,8.09B,11.21B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Aluminum,--
000657 CH Equity,CHINA TUNGSTEN-A,CN,Common Stock,8.75B,3.11B,3.86B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
CS CN Equity,CAPSTONE COPPER,CA,Common Stock,8.41B,2.43B,10.29B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Mining
BRMS IJ Equity,BUMI RESOURCES M,ID,Common Stock,8.39B,246.22M,1.87B,907,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",--
603979 CH Equity,JCHX MINING MA-A,CN,Common Stock,8.35B,2.10B,3.76B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
HBM CN Equity,HUDBAY MINERALS,CA,Common Stock,8.32B,3.07B,8.87B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Mining
UEC US Equity,URANIUM ENERGY,CA,Common Stock,8.32B,342.02k,1.36B,--,Industrial Metals and Mining,Nonferrous Metals,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Base Metals,Uranium,--
LEU US Equity,CENTRUS ENERGY-A,US,Common Stock,8.13B,670.36M,1.77B,--,Alternative Energy,Alternative Fuels,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Base Metals,Uranium,--
BUENAVC1 PE Equity,BUENAVENTURA-COM,PE,Common Stock,8.11B,1.75B,8.16B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Base Metals,--,--
NXE CN Equity,NEXGEN ENERGY LT,CA,Common Stock,7.67B,0,1.86B,--,Industrial Metals and Mining,General Mining,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Base Metals,--,--
3939 HK Equity,WANGUO GOLD GROU,CN,Common Stock,7.67B,395.25M,915.95M,1k,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,--
NDA GR Equity,AURUBIS AG,DE,Common Stock,7.65B,28.18B,12.61B,7k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,--
000960 CH Equity,YUNNAN TIN CO-A,CN,Common Stock,7.22B,8.85B,8.12B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
688019 CH Equity,ANJI MICROELEC-A,CN,Common Stock,6.73B,386.70M,764.56M,--,Technology Hardware and Equipment,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,Metals & Mining,Base Metals,Copper,--
NACL IN Equity,NATIONAL ALUMIN,IN,Common Stock,6.69B,3.02B,4.29B,5k,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Bauxite Mining
000878 CH Equity,YUNNAN COPPER-A,CN,Common Stock,6.65B,37.51B,9.65B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
600497 CH Equity,YUNNAN CHIHONG-A,CN,Common Stock,6.45B,3.96B,5.84B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Zinc
5706 JP Equity,MITSUI MINING &,JP,Common Stock,6.36B,7.17B,7.03B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
NCKL IJ Equity,TRIMEGAH BANGUN,ID,Common Stock,6.20B,2.58B,5.19B,11k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Nickel
601212 CH Equity,BAIYIN NONFERR-A,CN,Common Stock,5.73B,18.29B,11.21B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
SFR AU Equity,SANDFIRE RESOURC,AU,Common Stock,5.65B,1.82B,4.36B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,--,--
301217 CH Equity,ANHUI TONGGUAN-A,CN,Common Stock,5.63B,994.45M,1.54B,--,Electronic and Electrical Equipment,Electrical Components,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,--
NGEX CN Equity,NGEX MINERALS LT,CA,Common Stock,5.38B,0,234.34M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Mining
900936 CH Equity,INNER MONGOLIA-B,CN,Common Stock,5.27B,5.99B,10.71B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
EFR CN Equity,ENERGY FUELS INC,US,Common Stock,5.04B,118.47M,989.44M,--,Industrial Metals and Mining,Nonferrous Metals,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Base Metals,Uranium,--
MINSURI1 PE Equity,MINSUR-INV,PE,Common Stock,4.99B,3.29B,7.56B,--,Industrial Metals and Mining,Copper,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Tin,--
ALBH BI Equity,ALUMINIUM BAHRAI,BH,Common Stock,4.97B,6.52B,11.46B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
2610 HK Equity,NANSHAN ALUMINIU,ID,Common Stock,4.90B,1.55B,2.78B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
301511 CH Equity,JIUJIANG DEFU -A,CN,Common Stock,4.85B,1.64B,3.30B,--,Electronic and Electrical Equipment,Electrical Components,Electrical Equipment,Electrical Components & Equipment,Metals & Mining,Base Metals,Copper,--
2245 HK Equity,LYGEND RESOURC-H,CN,Common Stock,4.78B,6.16B,8.41B,14k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",--
HCP IN Equity,HINDUSTAN COPPER,IN,Common Stock,4.71B,373.64M,655.78M,1k,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Mining
MBMA IJ Equity,MERDEKA BATTERY,ID,Common Stock,4.62B,2.80B,5.55B,4k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Nickel
301219 CH Equity,GANZHOU TENG Y-A,CN,Common Stock,4.52B,1.38B,2.37B,--,Industrial Metals and Mining,Nonferrous Metals,Chemicals,Commodity Chemicals,Metals & Mining,Base Metals,--,--
600595 CH Equity,HENAN ZHONGFU-A,CN,Common Stock,4.46B,4.80B,5.34B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
601137 CH Equity,NINGBO BOWAY A-A,CN,Common Stock,4.37B,3.93B,3.83B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
601020 CH Equity,TIBET HUAYU MI-A,CN,Common Stock,4.31B,340.09M,1.28B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Lead
601609 CH Equity,NINGBO JINTIAN-A,CN,Common Stock,4.30B,26.17B,5.72B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,--
002379 CH Equity,SHANDONG HONTRON,CN,Common Stock,4.19B,734.68M,692.66M,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
000060 CH Equity,SHENZHEN ZHONG-A,CN,Common Stock,4.16B,12.62B,10.15B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",--
600259 CH Equity,RISING NONFERR-A,CN,Common Stock,4.02B,2.65B,1.65B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
002428 CH Equity,YUNNAN LINCANG-A,CN,Common Stock,3.91B,161.72M,703.80M,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
CENX US Equity,CENTURY ALUMINUM,US,Common Stock,3.90B,3.37B,3.14B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
103140 KS Equity,POONGSAN CORP,KR,Common Stock,3.90B,5.06B,4.48B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
INCO IJ Equity,VALE INDONESIA T,ID,Common Stock,3.87B,1.44B,5.14B,3k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Nickel
KTY PW Equity,KETY,PL,Common Stock,3.76B,1.96B,1.65B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
601702 CH Equity,SHANGHAI HUAFO-A,CN,Common Stock,3.70B,2.29B,1.83B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
IGO AU Equity,IGO LTD,AU,Common Stock,3.69B,512.50M,2.36B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Nickel
DML CN Equity,DENISON MINES CO,CA,Common Stock,3.66B,4.45M,745.61M,--,Industrial Metals and Mining,Nonferrous Metals,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Base Metals,Uranium,--
TMC US Equity,TMC THE METALS C,CA,Common Stock,3.57B,0,101.86M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
000688 CH Equity,GUOCHENG MININ-A,CN,Common Stock,3.55B,404.14M,2.05B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Zinc
5711 JP Equity,MITSUB MATERIALS,JP,Common Stock,3.49B,19.76B,25.39B,--,General Industrials,Diversified Industrials,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,--
QAMC QD Equity,QATAR ALUMINUM M,QA,Common Stock,3.42B,0,3.06B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
600361 CH Equity,INNOVATION NEW-A,CN,Common Stock,3.41B,17.06B,5.78B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
5714 JP Equity,DOWA HOLDINGS CO,JP,Common Stock,3.32B,6.83B,7.20B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
600961 CH Equity,ZHUZHOU SMELTE-A,CN,Common Stock,3.30B,4.16B,2.02B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
CSTM US Equity,CONSTELLIUM SE,FR,Common Stock,3.26B,11.12B,7.65B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
002182 CH Equity,BAOWU MAGNESIU-A,CN,Common Stock,3.26B,1.89B,3.00B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
002171 CH Equity,ANHUI TRUCHUM-A,CN,Common Stock,3.24B,11.33B,4.22B,--,Industrial Metals and Mining,Copper,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
PDN AU Equity,PALADIN ENERGY,AU,Common Stock,3.23B,274.54M,1.71B,--,Industrial Metals and Mining,General Mining,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Base Metals,Uranium,--
VIO BB Equity,VIOHALCO SA,BE,Common Stock,3.22B,10.87B,10.99B,11k,Industrial Metals and Mining,Metal Fabricating,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
NIC AU Equity,NICKEL INDUSTRIE,AU,Common Stock,3.08B,2.65B,6.30B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Nickel
NATA JR Equity,NATL ALUMINUM IN,JO,Common Stock,3.07B,14.64M,31.72M,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
5741 JP Equity,UACJ CORP,JP,Common Stock,2.98B,10.06B,10.37B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
688388 CH Equity,GUANGDONG JIA -A,CN,Common Stock,2.90B,1.37B,2.89B,--,Industrial Metals and Mining,Nonferrous Metals,Electrical Equipment,Electrical Components & Equipment,Metals & Mining,Base Metals,Copper,--
600490 CH Equity,PENGXIN INTERN-A,CN,Common Stock,2.88B,1.08B,1.61B,--,Chemicals,Chemicals: Diversified,Metals & Mining,Copper,Metals & Mining,Base Metals,--,--
603132 CH Equity,JINHUI MINING -A,CN,Common Stock,2.86B,324.34M,1.53B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
603612 CH Equity,SUNSTONE DEVEL-A,CN,Common Stock,2.84B,2.90B,3.90B,--,Chemicals,Specialty Chemicals,Chemicals,Commodity Chemicals,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
603124 CH Equity,JIANGXI JIANGN-A,CN,Common Stock,2.80B,1.83B,740.55M,597,Industrial Metals and Mining,Copper,"Electronic Equipment, Instruments & Components",Electronic Components,Metals & Mining,Base Metals,Copper,--
920068 CH Equity,JIANGSU TIANGO-A,CN,Common Stock,2.78B,168.85M,269.55M,405,--,--,--,--,Metals & Mining,Base Metals,--,--
300328 CH Equity,DONGGUAN EONTE-A,CN,Common Stock,2.75B,348.24M,607.35M,--,Industrial Metals and Mining,Metal Fabricating,Metals & Mining,Aluminum,Metals & Mining,Base Metals,--,--
LTR AU Equity,LIONTOWN RESOURC,AU,Common Stock,2.71B,0,1.38B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
ERO CN Equity,ERO COPPER CORP,CA,Common Stock,2.66B,713.22M,2.36B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,--,--
ERA FP Equity,ERAMET,FR,Common Stock,2.64B,4.81B,10.82B,9k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Manganese,--
600459 CH Equity,SINO-PLATINUM-A,CN,Common Stock,2.63B,10.01B,3.22B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Base Metals,--,--
000962 CH Equity,NINGXIA ORIENT-A,CN,Common Stock,2.61B,269.87M,678.07M,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
MFRISCOA MM Equity,MINERA FRISCO,MX,Common Stock,2.61B,870.18M,2.55B,3k,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
ILU AU Equity,ILUKA RESOURCES,AU,Common Stock,2.60B,1.17B,3.74B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
600110 CH Equity,NUODE NEW MATE-A,CN,Common Stock,2.58B,1.11B,3.58B,--,Industrial Metals and Mining,Nonferrous Metals,Electrical Equipment,Electrical Components & Equipment,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
600338 CH Equity,XIZANG ZHUFENG-A,CN,Common Stock,2.50B,345.50M,1.39B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",--
600531 CH Equity,HENAN YUGUANG-A,CN,Common Stock,2.49B,8.29B,3.90B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
000762 CH Equity,TIBET MINERAL-A,CN,Common Stock,2.49B,131.12M,1.65B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
AMAK AB Equity,AL MASANE AL KOB,SA,Common Stock,2.48B,315.50M,645.18M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
300855 CH Equity,JIANGSU TOLAND-A,CN,Common Stock,2.40B,265.05M,517.23M,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
002988 CH Equity,GUANGDONG HAOM-A,CN,Common Stock,2.36B,1.41B,1.42B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
YCA LN Equity,YELLOW CAKE PLC,GB,Common Stock,2.36B,0,2.27B,--,Industrial Metals and Mining,Nonferrous Metals,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Base Metals,Uranium,--
600888 CH Equity,XINJIANG JOINW-A,CN,Common Stock,2.35B,1.54B,3.95B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
DRR AU Equity,DETERRA ROYALTIE,AU,Common Stock,2.18B,241.96M,502.37M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Steel,Metals & Mining,Base Metals,--,--
