Ticker,Short Name,Cntry Terrtry Of Dom,Sec Type,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees LF,ICB Sector Name,ICB Subsector Name,GICS Ind Name,GICS SubInd Name,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm
2027 TT Equity,TA CHEN,TW,Common Stock,4.97B,4.27B,6.79B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
000898 CH Equity,ANGANG STEEL-A,CN,Common Stock,4.94B,22.15B,22.28B,24k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Flat Rolled,--
ACX SM Equity,ACERINOX,ES,Common Stock,4.86B,8.88B,10.82B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
002245 CH Equity,JIANGSU AZURE -A,CN,Common Stock,4.78B,1.42B,2.51B,--,General Industrials,Diversified Industrials,Air Freight & Logistics,Air Freight & Logistics,Steel,Metal Svc Centers & Processors,--,--
000825 CH Equity,SHANXI TAIGANG-A,CN,Common Stock,4.77B,21.15B,14.96B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Specialty Metals,--
002318 CH Equity,ZHEJIANG JIULI-A,CN,Common Stock,4.67B,2.30B,3.14B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Pipe & Tubular
SHYAMMET IN Equity,SHYAM METALICS &,IN,Common Stock,4.36B,2.73B,3.06B,5k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Specialty Metals,--
WLCO IN Equity,WELSPUN CORP LTD,IN,Common Stock,4.10B,2.54B,2.85B,3k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Pipe & Tubular
002756 CH Equity,YONGXING SPECI-A,CN,Common Stock,3.97B,1.70B,3.06B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
ISDMR TI Equity,ISKENDERUN DEMIR,TR,Common Stock,3.97B,5.10B,8.10B,5k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
PTCIL IN Equity,PTC INDUSTRIES L,IN,Common Stock,3.85B,55.91M,296.69M,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
APAM NA Equity,APERAM,LU,Common Stock,3.55B,10.26B,9.77B,13k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
600022 CH Equity,SHANDONG IRON -A,CN,Common Stock,3.53B,17.30B,14.47B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
SEML IN Equity,SARDA ENERGY MIN,IN,Common Stock,3.48B,842.55M,1.90B,2k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
EMSTEEL UH Equity,EMSTEEL BUILDING,AE,Common Stock,3.45B,3.44B,4.96B,--,Construction and Materials,Cement,Construction Materials,Construction Materials,Steel,Steel Producers,--,--
5463 JP Equity,MARUICHI STL TUB,JP,Common Stock,3.30B,2.63B,4.55B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",--
000778 CH Equity,XINXING DUCTIL-A,CN,Common Stock,3.24B,7.63B,11.79B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
600456 CH Equity,BAOJI TITANIUM-A,CN,Common Stock,3.21B,1.40B,2.96B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Steel,Steel Producers,Specialty Metals,--
OUT1V FH Equity,OUTOKUMPU OYJ,FI,Common Stock,3.15B,9.75B,9.98B,8k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Specialty Metals,--
CSNA3 BZ Equity,SID NACIONAL,BR,Common Stock,3.03B,12.34B,27.22B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
GODPI IN Equity,GODAWARI POWER,IN,Common Stock,3.02B,975.55M,1.15B,4k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
200761 CH Equity,BENGANG STEEL-B,CN,Common Stock,2.95B,10.80B,10.15B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Flat Rolled,--
601003 CH Equity,LIUZHOU IRON-A,CN,Common Stock,2.91B,14.78B,14.33B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Flat Rolled,--
RMT IN Equity,RATNAMANI METALS,IN,Common Stock,2.91B,941.21M,919.00M,3k,Industrial Metals and Mining,Metal Fabricating,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Pipe & Tubular
5471 JP Equity,DAIDO STEEL CO,JP,Common Stock,2.89B,5.79B,8.37B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Specialty Metals,--
1053 HK Equity,CHONGQING IRON-H,CN,Common Stock,2.85B,5.74B,7.86B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
600782 CH Equity,XINYU IRON & S-A,CN,Common Stock,2.85B,8.81B,11.60B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
8078 JP Equity,HANWA CO LTD,JP,Common Stock,2.81B,25.72B,12.46B,--,Industrial Metals and Mining,Iron and Steel,Trading Companies & Distributors,Trading Companies & Distributors,Steel,Metal Svc Centers & Processors,Steel Processors,--
GALL IN Equity,GALLANTT ISPAT,IN,Common Stock,2.75B,743.53M,664.69M,4k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
002075 CH Equity,JIANGSU SHAGAN-A,CN,Common Stock,2.72B,3.04B,5.39B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
600507 CH Equity,FANGDA SPECIAL-A,CN,Common Stock,2.60B,4.54B,4.26B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Pipe & Tubular
WS US Equity,WORTHINGTON STEE,US,Common Stock,2.59B,4.77B,3.05B,5k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Metal Svc Centers & Processors,Steel Processors,--
603663 CH Equity,SANXIANG ADVAN-A,CN,Common Stock,2.56B,222.10M,453.74M,--,Chemicals,Specialty Chemicals,Chemicals,Specialty Chemicals,Steel,Steel Producers,Specialty Metals,--
TXAR AR Equity,TERNIUM ARGENTIN,AR,Common Stock,2.56B,3.37B,9.27B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
RUS CN Equity,RUSSEL METALS,CA,Common Stock,2.48B,4.72B,2.64B,--,Industrial Metals and Mining,Metal Fabricating,Trading Companies & Distributors,Trading Companies & Distributors,Steel,Metal Svc Centers & Processors,Steel Processors,--
SZG GR Equity,SALZGITTER AG,DE,Common Stock,2.47B,16.42B,17.51B,22k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
BRSAN TI Equity,BORUSAN BIRLESIK,TR,Common Stock,2.44B,2.55B,2.53B,2k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Pipe & Tubular
600117 CH Equity,XINING SPEC ST-A,CN,Common Stock,2.29B,1.20B,2.74B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Specialty Metals,--
600307 CH Equity,GANSU JIU STEE-A,CN,Common Stock,2.27B,7.34B,10.45B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
USM IN Equity,USHA MARTIN LTD,IN,Common Stock,2.24B,630.47M,702.08M,2k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Steel Wire Drawing
600399 CH Equity,FUSHUN SPECIAL-A,CN,Common Stock,2.23B,1.79B,2.91B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Specialty Metals,--
5451 JP Equity,YODOGAWA STEEL,JP,Common Stock,2.20B,2.10B,2.82B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Flat Rolled,--
2006 TT Equity,TUNG HO STEEL,TW,Common Stock,2.18B,2.84B,2.71B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Long Products
002110 CH Equity,SANSTEEL MINGU-A,CN,Common Stock,2.14B,9.71B,11.44B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",--
2211 TT Equity,EVERGREEN STEEL,TW,Common Stock,1.96B,610.11M,2.01B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
603969 CH Equity,SILVERY DRAGON-A,CN,Common Stock,1.91B,643.52M,866.64M,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Steel Wire Drawing
2015 TT Equity,FENG HSIN STEEL,TW,Common Stock,1.88B,1.62B,1.32B,974,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
5482 JP Equity,AICHI STEEL CORP,JP,Common Stock,1.88B,3.01B,4.28B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
601686 CH Equity,TIANJIN YOU FA-A,CN,Common Stock,1.78B,11.55B,5.76B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",--
5423 JP Equity,TOKYO STEEL MFG,JP,Common Stock,1.73B,3.29B,3.13B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
SID MC Equity,SONASID,MA,Common Stock,1.70B,838.13M,846.45M,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
600125 CH Equity,CHINA RAILWAY -A,CN,Common Stock,1.70B,2.74B,2.31B,--,Industrial Transportation,Railroads,Ground Transportation,Rail Transportation,Steel,Metal Svc Centers & Processors,--,--
7485 JP Equity,OKAYA & CO LTD,JP,Common Stock,1.64B,11.25B,9.23B,--,Industrial Metals and Mining,Metal Fabricating,Metals & Mining,Steel,Steel,Steel Producers,--,--
JBIL IN Equity,JAI BALAJI INDS,IN,Common Stock,1.59B,1.15B,728.82M,5k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
688186 CH Equity,ZHANGJIAGANG G-A,CN,Common Stock,1.58B,843.61M,2.54B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Steel Wire Drawing
301160 CH Equity,SUZHOU XIANGLO-A,CN,Common Stock,1.56B,313.02M,437.78M,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
2023 TT Equity,YIEH PHUI,TW,Common Stock,1.50B,3.49B,5.00B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Flat Rolled,--
EASTPIPE AB Equity,EAST PIPES INTEG,SA,Common Stock,1.50B,749.43M,697.05M,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",--
600581 CH Equity,XINJIANG BA YI-A,CN,Common Stock,1.49B,3.93B,6.61B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Flat Rolled,--
000717 CH Equity,GUANGDONG ZHON-A,CN,Common Stock,1.46B,6.57B,4.50B,--,Industrial Metals and Mining,Metal Fabricating,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",--
9907 TT Equity,TON YI IND,TW,Common Stock,1.39B,2.12B,1.72B,--,General Industrials,Containers and Packaging,Containers & Packaging,"Metal, Glass & Plastic Containers",Steel,Steel Producers,Flat Rolled,--
603995 CH Equity,YONGJIN TECHNOLO,CN,Common Stock,1.36B,8.82B,3.19B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
600569 CH Equity,ANYANG IRON -A,CN,Common Stock,1.36B,6.25B,9.34B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Flat Rolled,--
KRDMD TI Equity,KARDEMIR,TR,Common Stock,1.30B,2.61B,3.75B,4k,Industrial Metals and Mining,Metal Fabricating,Metals & Mining,Steel,Steel,Steel Producers,--,--
600231 CH Equity,LINGYUAN IRON-A,CN,Common Stock,1.29B,3.81B,3.38B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Long Products
DHO MC Equity,DELTA HOLDING SA,MA,Common Stock,1.26B,478.62M,715.20M,3k,General Industrials,Diversified Industrials,Construction & Engineering,Construction & Engineering,Steel,Steel Producers,--,--
5449 JP Equity,OSAKA STEEL CO,JP,Common Stock,1.22B,1.17B,2.18B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
2014 TT Equity,CHUNG HUNG STEEL,TW,Common Stock,1.16B,1.44B,1.50B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Long Products
7456 JP Equity,MATSUDA SANGYO,JP,Common Stock,1.13B,4.72B,1.81B,--,Industrial Metals and Mining,Nonferrous Metals,Commercial Services & Supplies,Environmental & Facilities Services,Steel,Metal Svc Centers & Processors,--,--
RYI US Equity,RYERSON HOLDING,US,Common Stock,1.10B,6.97B,3.94B,4k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Metal Svc Centers & Processors,--,--
002132 CH Equity,HENAN HENGXING-A,CN,Common Stock,1.10B,1.07B,1.80B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Steel Wire Drawing
SYR IN Equity,SURYA ROSHNI LTD,IN,Common Stock,1.09B,1.34B,605.76M,3k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Pipe & Tubular
5440 JP Equity,KYOEI STEEL LTD,JP,Common Stock,1.06B,3.25B,3.77B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
VSL AU Equity,VULCAN STEEL LTD,NZ,Common Stock,1.06B,865.01M,795.56M,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
002478 CH Equity,JIANGSU CHANGB-A,CN,Common Stock,1.06B,1.20B,1.84B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Pipe & Tubular
SSP AB Equity,SAUDI STEEL PIPE,SA,Common Stock,1.04B,658.85M,867.76M,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,"Long, Pipe & Tubular",Pipe & Tubular
MTUS US Equity,METALLUS INC,US,Common Stock,1.04B,1.64B,1.81B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
001430 KS Equity,SEAH BESTEEL HOL,KR,Common Stock,1.02B,4.04B,4.18B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
KCAER TI Equity,KOCAER CELIK SAN,TR,Common Stock,1.01B,889.04M,904.88M,1k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
BANSALWI IN Equity,BANSAL WIRE INDU,IN,Common Stock,980.66M,636.46M,406.19M,4k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
KCO GR Equity,KLOECKNER & CO S,DE,Common Stock,966.90M,10.88B,5.92B,7k,Industrial Metals and Mining,Metal Fabricating,Trading Companies & Distributors,Trading Companies & Distributors,Steel,Steel Producers,--,--
603878 CH Equity,JIANGSU WUJIN -A,CN,Common Stock,942.92M,558.80M,896.24M,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
605158 CH Equity,ZHEJIANG HUADA-A,CN,Common Stock,935.73M,1.46B,1.72B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
000906 CH Equity,ZHESHANG DEV-A,CN,Common Stock,928.11M,42.55B,7.74B,--,Industrial Support Services,Industrial Suppliers,Trading Companies & Distributors,Trading Companies & Distributors,Steel,Metal Svc Centers & Processors,--,--
581 HK Equity,CHINA ORIENTAL,HK,Common Stock,921.89M,9.05B,11.09B,12k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
5726 JP Equity,OSAKA TITANIUM,JP,Common Stock,905.63M,522.77M,1.08B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Steel,Steel Producers,Specialty Metals,--
001379 CH Equity,SHANDONG TENGD-A,CN,Common Stock,885.65M,380.62M,477.92M,--,Industrial Metals and Mining,Iron and Steel,Machinery,Industrial Machinery & Supplies & Components,Steel,Steel Producers,--,--
BNBR IJ Equity,BAKRIE & BROTHER,ID,Common Stock,883.73M,370.13M,678.92M,3k,Industrial Metals and Mining,Iron and Steel,Industrial Conglomerates,Industrial Conglomerates,Steel,Steel Producers,--,--
SCOP IT Equity,SCOPE METALS GRO,IL,Common Stock,862.80M,739.65M,992.10M,--,Industrial Support Services,Industrial Suppliers,Trading Companies & Distributors,Trading Companies & Distributors,Steel,Metal Svc Centers & Processors,Steel Processors,--
IRON EY Equity,EGYPTIAN IRON&ST,EG,Common Stock,850.52M,84.66M,104.53M,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
