ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,GEOLOGIC_AGE,DEPOSIT_MODEL_ENVIRONMENT,DEPOSIT_MODEL_GROUP,DEPOSIT_MODEL_TYPE,PROVINCES,IGNEOUS,METALLOGENIC,SEDIMENTARY,TECTONIC
333396,Tick Hill,,QLD,139.9256,-21.6489,historic mine,Au,,Gold,Carnaby Resources Ltd,Proterozoic,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Mount Isa Orogen, Mary Kathleen Domain, Mary Kathleen Zone",,,,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element"
333400,"X41 Mine 500, 650, 1100 & 1900 Orebodies",Mt Isa,QLD,139.478,-20.7247,operating mine,Cu,,Copper,Glencore Plc,Paleoproterozoic,Metamorphic hydrothermal,Orogenic,Orogenic copper ± gold,"Mount Isa Orogen, Leichhardt River Domain, Leichhardt River Fault Trough",,,,"Leichhardt River Domain,Mount Isa Orogen,North Australian Element"
333403,Lewis Ponds,,NSW,149.2672,-33.2613,mineral deposit,"Cu, Au, Pb, Ag, Zn",,"Copper, Gold, Lead, Silver, Zinc",TriAusMin Limited,,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Felsic-siliciclastic VMS,"Lachlan Orogen, Lachlan Orogen, Hill End - Ngunnawal Province, Woodlawn Base Metal Metallogenic Province",,,,"Eastern Province,Lachlan Orogen,Tasman Element"
333404,Potosi,,NSW,141.5013,-31.9317,historic mine,"Zn, Pb","Ag, Au","Zinc, Lead, (Silver, Gold)",Perilya Limited,Paleoproterozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-mafic zinc-lead,Curnamona Province,,,,"Curnamona Province,South Australian Element"
333405,Peak Downs,"Caval Ridge, Isaac River",QLD,148.1731,-22.2199,operating mine,Cbl,,Coal - black,"BMA, Mitsubishi Corp, Mitsubishi Corporation",,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen"
333410,Stuart,Stuart 186,QLD,140.472,-21.776,historic mine,"Cu, Au",Co,"Copper, Gold, (Cobalt)",Matrix metals,Proterozoic,Regional metasomatic,IOCG,,"Mount Isa Orogen, Cloncurry-Selwyn Zone",,,,"Kuridala-Selwyn Domain,Mount Isa Orogen,North Australian Element"
333415,Massidon,,NSW,141.3444,-33.1306,mineral deposit,"Zrn, Ilm, Rt, Ti, HM, Xen","Leu, Mnsd","Zircon, Ilmenite, Rutile, Titanium, Heavy minerals, (Leucoxene, Xenotime, Mineral sands)",Tronox Limited,,Erosional,Placer,Paleoplacer heavy mineral sands,Murray Basin,,,"Berri Basin,Darling Basin,Murray Basin","Delamerian Orogen,Tasman Element"
333416,Skardon River,,QLD,142.0089,-11.8778,operating mine,Kln,,Kaolin,Minerals Corporation,Cenozoic,,,,Karumba Basin,,,"Carpentaria Basin,Karumba Basin",North Australian Element
333417,Tuckabianna Group,Tuckabianna Project,WA,118.1168,-27.4867,under development,Au,,Gold,Westgold Resources Limited,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Big Bell Gold Metallogenic Province, Murchison Province, Murchison Domain (Youanmi Terrane), Murchison Domain",,,,"West Australian Element,Yilgarn Craton"
333418,Red October,Red October Project,WA,122.4141,-29.2166,care and maintenance,Au,,Gold,Matsa Resources Limited,Archean,Metamorphic hydrothermal,Orogenic,,"Yilgarn Craton, Eastern Goldfields Province, Kurnalpi Terrane",,Windarra Nickel Metallogenic Province,Carey Paleovalley,"West Australian Element,Yilgarn Craton"
333419,Santa Ana,St Ives Project,WA,121.6853,-31.2598,historic mine,Au,,Gold,Gold Fields Limited,Archean,,,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,Lefroy Paleovalley,"West Australian Element,Yilgarn Craton"
333420,Aphrodite,Leonora Operations,WA,121.2328,-30.1883,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333421,Angus Place,,NSW,150.199,-33.3492,care and maintenance,Cbl,,Coal - black,"Korea Resources Corporation, SK Holdings Co. Ltd, Banpu Public Company Limited",,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
333422,Newstan,"Newstan Extension, Newstan Lochiel",NSW,151.5769,-32.9758,care and maintenance,Cbl,,Coal - black,Banpu Public Company Limited,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
333424,Murloocoppie,"Arckaringa, coal to methanol plant",SA,134.3409,-28.0111,mineral deposit,Cbl,,Coal - black,"Wintask Group Ltd, Altona Energy Plc, Sino-Aus Energy Group Ltd, Altona Mining Limited",,,,,Arckaringa Basin,,,"Arckaringa Basin,Eromanga Basin,Officer Basin","Gawler Craton,South Australian Element"
333430,Georgetown,,QLD,143.5506,-18.2927,mineral deposit,Au,Ag,"Gold, (Silver)",Mega Uranium Limited,,,,,,,,Etheridge Province,North Australian Element
333432,Harringtons Hill,Fosterville Project,VIC,144.5072,-36.7238,historic mine,Au,,Gold,"Newmarket Gold Inc, Crocodile Gold Corporation",,,,,Lachlan Orogen,,,,"Bendigo Zone,Lachlan Orogen,Tasman Element"
333435,Brimstone,Brimstone No1 and No2,NSW,150.4556,-33.9967,closed,Cbl,,Coal - black,Illawarra Coal,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
333436,Bloomfield,,NSW,151.567,-32.7922,operating mine,Cbl,,Coal - black,Bloomfield Group,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
333437,Speewah Valley,Windsor,WA,127.9782,-16.4041,pre-feasibility,"Fl, F",,"Fluorite, Fluorine",Tivan Limited,,Magmatic hydrothermal,Vein,Vein fluorite,Speewah Basin,Kalkarindji Igneous Province,,Speewah Basin,"Halls Creek Orogen,Lamboo Province,North Australian Element"
333438,Winchester South,,QLD,148.2691,-22.1134,mineral deposit,Cbl,,Coal - black,"Whitehaven Coal Limited, Rio Tinto Limited",,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen"
333440,Leonardo,,WA,121.4194,-28.934,mineral deposit,Au,,Gold,Navigator Resources Limited,,,,,Yilgarn Craton,,,Raeside Paleovalley,"West Australian Element,Yilgarn Craton"
333444,Empress,Tindals Project,WA,121.1707,-30.9895,historic mine,Au,,Gold,Focus Minerals Limited,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333449,Golden Gate - Cuddingwarra,Cuddingwarra Project,WA,117.8015,-27.3686,historic mine,Au,,Gold,"Metals X Limited, Westgold Resources Limited",Archean,,,,Yilgarn Craton,,,Austin Paleovalley,"West Australian Element,Yilgarn Craton"
333451,Specimen Hill,"Castlemaine Project, Specimin Hill - Mount Alexander Project",VIC,144.2638,-37.0292,historic mine,Au,,Gold,Lion Gold Corporation Limited,,,,,Lachlan Orogen,,,,"Bendigo Zone,Lachlan Orogen,Tasman Element"
333453,Explorer,,QLD,143.392,-19.7894,mineral deposit,Au,,Gold,Strategic Minerals Plc,Paleozoic,,,,,,,Etheridge Province,North Australian Element
333456,Forster,,TAS,146.7345,-43.0446,mineral deposit,Au,,Gold,Sedimentary Holdings,,,,,Delamerian Orogen,,,"Tasmania Basin,Thylacine Province","Delamerian Orogen,Tasman Element"
333458,Giles,Mulline Project,WA,120.5285,-29.881,historic mine,Au,,Gold,Swan Gold Mining Limited,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333459,Commonwealth,,WA,118.8184,-28.5937,mineral deposit,Au,,Gold,Apex Minerals NL,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
333460,Sharkeys Open Pit,Fosterville Project,VIC,144.5097,-36.6669,historic mine,Au,,Gold,"Newmarket Gold Inc, AuRico Gold Corporporation, Crocodile Gold Corporation",,,,,Lachlan Orogen,,,,"Bendigo Zone,Lachlan Orogen,Tasman Element"
333463,Snook North,Gidgee Project,WA,119.3819,-27.0305,historic mine,Au,,Gold,Panoramic Resources Limited,Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
333464,Heron South,Gidgee Project,WA,119.4626,-27.3797,historic mine,Au,,Gold,"Horizon Gold Limited, Panoramic Resources Limited",Archean,,,,Yilgarn Craton,,,Raeside Paleovalley,"West Australian Element,Yilgarn Craton"
333466,Happy Valley South,,WA,115.704,-33.5714,mineral deposit,"Zrn, Ilm","Rt, Leu","Zircon, Ilmenite, (Rutile, Leucoxene)",Tronox Limited,,Erosional,Placer,Heavy mineral sands,,,,"Bunbury Trough,Perth Basin","Pinjarra Element,Pinjarra Orogen"
333470,Miriam,,WA,121.0878,-31.0712,mineral deposit,"Cu, Ni",,"Copper, Nickel",Corazon Mining Limited,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333471,Lyell Comstock,,TAS,145.5897,-42.038,historic mine,"Cu, Au, Ag",,"Copper, Gold, Silver",Vedanta Resources PLC,,,,,"Dundas Trough, Mount Lyell Copper-Gold Metallogenic Province",,,Thylacine Province,"Delamerian Orogen,Tasman Element"
333472,Wandoan,"Austinvale, Burunga, Frank Creek, Glen Laurel, Summer Hill, Woleebee, Wubagul",QLD,149.9061,-26.0933,mineral deposit,Cbl,,Coal - black,"Glencore Plc, Itochu Corporation, Sumitomo Corporation",,,,,Surat Basin,,,"Bowen Basin,Surat Basin","Connors-Auburn Province,New England Orogen,Tasman Element"
333474,Chinese South,Burnside Project,NT,131.3639,-13.5257,mineral deposit,Au,,Gold,Crocodile Gold Corporation,Paleoproterozoic,,,,Pine Creek Orogen,,,,"North Australian Element,Pine Creek Orogen"
333475,Moolart Well,Duketon Gold Project,WA,122.3479,-27.6112,mineral deposit,Au,,Gold,Regis Resources Limited,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Kurnalpi Terrane",,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333476,Durack,Peak Hill Project,WA,118.7086,-25.7541,mineral deposit,Au,,Gold,"Montezuma Mining Limited, Westgold Resources Limited",Proterozoic,,,,Yilgarn Craton,Warakurna Large Igneous Province,,Bryah Basin,"West Australian Element,Yilgarn Craton"
333477,Scotland Yet,,WA,122.4919,-28.1697,historic mine,Au,,Gold,Focus Minerals Limited,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,,,"West Australian Element,Yilgarn Craton"
333478,Juna Lockyer,,WA,118.5111,-22.5545,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",Rio Tinto Limited,,,,,Pilbara Craton,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element"
333479,Harrybrandt,,QLD,148.3596,-21.9116,mineral deposit,Cbl,,Coal - black,"Yanzhou Coal Mining Company Limited, Felix Resources, Yancoal Australia Limited",,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen"
333484,Browns Creek,"Blayney, Carcoar",NSW,149.1588,-33.5265,historic mine,"Cu, Au",,"Copper, Gold",Straits Resources Limited,,Magmatic hydrothermal,Skarn,Skarn gold ± copper ± tungsten,"Lachlan Orogen, Browns Creek Gold Province",,,,"Eastern Province,Lachlan Orogen,Tasman Element"
333485,Endeavor,Elura,NSW,145.6538,-31.1629,operating mine,"Cu, Ag, Zn, Au, Pb",,"Copper, Silver, Zinc, Gold, Lead",Polymetals Resources,,Metamorphic hydrothermal,Orogenic,Orogenic silver-lead-zinc-copper-antimony,"Lachlan Orogen, Lachlan Orogen, Cobar Basin",,,Cobar Basin,"Central NSW - Omeo Province,Lachlan Orogen,Tasman Element"
333486,Mount Morgan,,QLD,150.375,-23.6356,historic mine,"Au, Cu, Zn","Ag, Bi","Gold, Copper, Zinc, (Silver, Bismuth)",Norton Gold Fields Limited,,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal felsic VMS,"New England Orogen, Calliope Province, Mount Morgan base Metal Gold Metallogenic Province",,,,"Calliope Province,New England Orogen,Tasman Element"
333490,Wirralie,,QLD,147.27,-21.1169,historic mine,"Au, Ag",,"Gold, Silver",Ashburton Minerals,,Magmatic hydrothermal,Epithermal,Low-sulfidation (LS) epithermal gold-silver,"Drummond Basin, Drummond Basin, Pajingo Metallogenic Province",,,Drummond Basin,"Anakie Province,Tasman Element,Thomson Orogen"
333497,Kempfield,"Bj, Mather, Mccarron, Mccarron West",NSW,149.261,-33.7783,historic mine,"Ag, Zn, Pb, Brt","Au, Asbr","Silver, Zinc, Lead, (Gold, Barite, Asbestos - crocidolite)",Argent Minerals Limited,,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Felsic-siliciclastic VMS,"Lachlan Orogen, Lachlan Orogen, Woodlawn Base Metal Metallogenic Province, Hill End Trough",,,,"Eastern Province,Lachlan Orogen,Tasman Element"
333501,Vickery,Vickery Colliery,NSW,150.2,-30.7669,mineral deposit,Cbl,,Coal - black,Whitehaven Coal Limited,,,,,Gunnedah Basin,,,Gunnedah Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
333502,Blackwater,"Stewarton, Tannyfoil, Taurus, Wilpeena",QLD,148.8074,-23.6856,operating mine,Cbl,,Coal - black,Whitehaven Coal Limited,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen"
333503,Greenbushes,,WA,116.0668,-33.8558,operating mine,"Nb, Kln, Ta2O5, Li2O, Nb2O5, Li","Sn, Ta","Niobium, Kaolin, Tantalum pentoxide, Lithium oxide, Niobium pentoxide, (Tin, Lithium, Tantalum)","IGO Ltd, Tianqi Lithium Corp, Albemarle Corporation",Archean,Magmatic,Pegmatite,LCT pegmatite,"Yilgarn Craton, Southwest Terrane, Western Gneiss Terrane",,,,"West Australian Element,Yilgarn Craton"
333504,Robbins Hill Open Pit,Fosterville Project,VIC,144.5088,-36.6734,historic mine,Au,,Gold,"Newmarket Gold Inc, Crocodile Gold Corporation",,,,,"Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province",,,,"Bendigo Zone,Lachlan Orogen,Tasman Element"
333455,Coolungoolun,,VIC,147.0,-38.2169,mineral deposit,Cbr,,Coal - brown,Department of Primary Industries,,,,,Gippsland Basin,,,Gippsland Basin,"Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element"
333506,Hidden Treasure,,QLD,139.8082,-19.6746,historic mine,Cu,,Copper,Matrix metals,Proterozoic,,,,"Mount Isa Orogen, Myally Shelf",,,,"Kalkadoon-Leichhardt Domain,Mount Isa Orogen,North Australian Element"
333515,Nim 7,"Jundee Gold Project, Nimary Seven",WA,120.5865,-26.3702,mineral deposit,Au,,Gold,Northern Star Resources Limited,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton"
333516,Centurion,,WA,121.4035,-30.8361,historic mine,Au,,Gold,Norton Gold Fields Limited,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333518,Blythe River,,TAS,145.954,-41.1387,mineral deposit,Fe,,Iron,"Iron Mountain Mining Limited, Red River Resources",,,,,Delamerian Orogen,,,Thylacine Province,"Delamerian Orogen,Tasman Element"
333519,"Barnes Hill Nickel (Beaconsfield, Anderson Creek Ni)",,TAS,146.7789,-41.2156,mineral deposit,"Ni, Co, Mgs, MgO, FeOre","Asb, Fe","Nickel, Cobalt, (Asbestos, Magnesite, Magnesia (magnesium oxide), Iron ore, Iron)",Tasmania Energy Metals Pty Ltd,Cenozoic,,,,Delamerian Orogen,,,"Tasmania Basin,Thylacine Province","Delamerian Orogen,Tasman Element"
333522,Sunrise,Sunrise Dam Project,WA,122.4282,-29.074,historic mine,Au,,Gold,Barrick Gold Corporation,Archean,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,Carey Paleovalley,"West Australian Element,Yilgarn Craton"
333524,Nannine Mine,Nannine Project,WA,118.347,-26.8888,historic mine,Au,,Gold,Reed Resources Limited,Archean,,,,Yilgarn Craton,Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton"
333525,Salt Creek,,WA,117.7045,-20.7571,mineral deposit,"Cu, Zn, Pb","Ag, Au","Copper, Zinc, Lead, (Silver, Gold)",Straits Resources Limited,Archean,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal-mafic VMS,"Pilbara Craton, Plumridge Lakes Chromium (prospective) Metallogenic Province",Warakurna Large Igneous Province,,,"Pilbara Craton,West Australian Element"
333527,Spargoville - Location 5a,,WA,121.5059,-31.3506,historic mine,"Co, Ni, Cu",,"Cobalt, Nickel, Copper",Estrella Resources,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333530,Glen Wilga,,QLD,150.6288,-26.8008,mineral deposit,Cbl,,Coal - black,CS Energy Limited,Mesozoic,,,,Surat Basin,,,Surat Basin,"Connors-Auburn Province,New England Orogen,Tasman Element"
333532,Anomaly 45,Bronzewing Gold Project,WA,120.9622,-27.4704,mineral deposit,Au,,Gold,Navigator Resources Limited,Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
333537,Wim 100,,VIC,141.9258,-36.9572,mineral deposit,"Ilm, Rt, Zrn, Leu, Xen",Mnz,"Ilmenite, Rutile, Zircon, Leucoxene, Xenotime, (Monazite)",Iluka Resources Limited,,Erosional,Placer,Heavy mineral sands,Murray Basin,,,Murray Basin,"Delamerian Orogen,Tasman Element"
333541,Haystack Road,,QLD,150.8705,-26.8203,mineral deposit,Cbl,,Coal - black,CS Energy Limited,Mesozoic,,,,Surat Basin,,,Surat Basin,"New England Orogen,Tasman Element,Yarrol Province"
333542,Bull Oak,,WA,119.3367,-28.0225,mineral deposit,Au,,Gold,Aurumin Limited,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
333544,Soapspar,,QLD,143.3878,-19.7305,mineral deposit,Au,,Gold,Strategic Minerals Plc,Paleozoic,,,,,,,Etheridge Province,North Australian Element
333545,Moorvale,,QLD,148.3536,-21.9955,operating mine,Cbl,,Coal - black,Peabody Energy Corp.,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen"
333546,Bronzewing Group,Bronzewing Gold Project,WA,121.0125,-27.3778,closed,Au,,Gold,Navigator Resources Limited,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Terrane",,,,"West Australian Element,Yilgarn Craton"
333547,Kestrel,"Gordonstone, Kestrel West, Ti Tree",QLD,148.3703,-23.242,operating mine,Cbl,,Coal - black,"MITSUI & CO. (AUSTRALIA) LTD., PT Adaro Energy Tbk, EMR Capital Group, Rio Tinto Limited",,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen"
333548,Medcalf Vanadium,,WA,120.7946,-32.5326,mineral deposit,"V, Fe, Ti, V2O5, TiO2",,"Vanadium, Iron, Titanium, Vanadium pentoxide, Titanium dioxide",Audalia Resources Limited,,Magmatic,Ultramafic and (or) mafic-layered intrusion,U-M layered intrusion iron-titanium-vanadium,Yilgarn Craton,,Maggie Hays Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333551,Huarabagoo,,QLD,138.1182,-17.5026,mineral deposit,,,,Laramide Resources Limited,Proterozoic,,,,McArthur Basin,,,McArthur Basin,North Australian Element
333552,Clermont,,QLD,147.6308,-22.6892,operating mine,Cbl,,Coal - black,"Japan Coal Development Co. Ltd, Mitsubishi Corporation, Electric Power Development Co., Glencore Plc, Sumitomo Corporation",,,,,Bowen Basin,,,,"Anakie Province,Tasman Element,Thomson Orogen"
333553,Missing Link,Reedy's Project,WA,118.2654,-27.1127,historic mine,Au,,Gold,Reed Resources Limited,Archean,,,,Yilgarn Craton,Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton"
333554,Howards - Gum Creek,"Gidgee Project, Howard's Prospect",WA,119.5709,-27.4517,mineral deposit,Au,,Gold,"Horizon Gold Limited, Panoramic Resources Limited",Archean,,,,Yilgarn Craton,,,Raeside Paleovalley,"West Australian Element,Yilgarn Craton"
333555,Winchester,,NSW,142.31,-33.34,mineral deposit,"Rt, Ilm, Zrn, Leu",,"Rutile, Ilmenite, Zircon, Leucoxene",Tronox Limited,,Erosional,Placer,Heavy mineral sands,Murray Basin,,,"Berri Basin,Darling Basin,Murray Basin","Delamerian Orogen,Tasman Element"
333558,Happy Valley North,,WA,115.7162,-33.5499,mineral deposit,"Zrn, Ilm","Leu, Rt","Zircon, Ilmenite, (Leucoxene, Rutile)",Tronox Limited,,Erosional,Placer,Heavy mineral sands,,,,"Bunbury Trough,Perth Basin","Pinjarra Element,Pinjarra Orogen"
333560,Widgie 3,,WA,121.5875,-31.5191,historic mine,"Ni, Co, Cu",,"Nickel, Cobalt, Copper",Widgie Nickel Ltd,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333564,Murrin Murrin,,WA,121.893,-28.7668,operating mine,"Ni, Co",Mg,"Nickel, Cobalt, (Magnesium)",Glencore Plc,Cenozoic,Supergene,Laterite,Laterite nickel,"Yilgarn Craton, Eastern Goldfields Province, Murrin Domain",,,,"West Australian Element,Yilgarn Craton"
333514,K1 OP,Plutonic Dome Project,WA,119.7465,-25.1024,historic mine,Au,,Gold,"Vango Mining Ltd, Dampier Gold Limited",,,,,"Yilgarn Craton, Marymia Inlier, Plutonic Gold Metallogenic Province",Warakurna Large Igneous Province,,,"Marymia Dome,West Australian Element,Yilgarn Craton"
333566,Baralaba,Dawson Valley,QLD,149.8032,-24.1649,operating mine,Cbl,,Coal - black,Baralaba Coal Company Limited,,,,,Bowen Basin,,,Bowen Basin,"Connors-Auburn Province,New England Orogen,Tasman Element"
333567,Jacks,Barnicoat Project,WA,122.4944,-28.6314,mineral deposit,Au,,Gold,Focus Minerals Limited,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
335475,Goonyella Riverside,"Broadmeadow, Cleanskin, Eureka, Goonyella-Riverside, Isaac, Redhill, Riverside",QLD,147.962,-21.7923,operating mine,Cbl,,Coal - black,"BMA, BHP Group Limited, Mitsubishi Corp, Mitsubishi Corporation",,,,,Bowen Basin,,,"Bowen Basin,Drummond Basin","Anakie Province,Tasman Element,Thomson Orogen"
335479,Bedford,"Bedford North, Roseby Project",QLD,140.1866,-20.1864,mineral deposit,"Cu, Au",,"Copper, Gold",Altona Mining Limited,Proterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,"Mount Isa Orogen, Quamby-Malbon Zone",,,,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element"
335481,Lady Fanny Group,"Brightlights, Burke and Wills, Greater Duchess Project, Juno, Lady Fanny, Lady Fanny North",QLD,139.7852,-21.2496,mineral deposit,"Au, Cu",,"Gold, Copper",Carnaby Resources Ltd,Proterozoic,,,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",,,,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element"
335485,Weedina,,SA,135.5,-28.3971,mineral deposit,Cbl,,Coal - black,SAPEX Ltd,,,,,Arckaringa Basin,,,"Arckaringa Basin,Eromanga Basin","Delamerian Orogen,Gawler Craton,South Australian Element"
335486,Coppabella,Johnson Pit,QLD,148.4272,-21.8446,operating mine,Cbl,,Coal - black,Peabody Energy Corp.,,,,,Bowen Basin,,,Bowen Basin,"Connors-Auburn Province,New England Orogen,Tasman Element"
335487,A1 Gold Mine (Gaffneys Creek),,VIC,146.1997,-37.5051,operating mine,Au,,Gold,Kaiser Reef Limited,Paleozoic,,,,Lachlan Orogen,,,Selwyn Province,"Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element"
335490,Munda,,WA,121.5286,-31.4983,mineral deposit,"Ni, Cu",,"Nickel, Copper",Widgie Nickel Ltd,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
335492,Ravensthorpe (First Quantum Minerals),,WA,120.3963,-33.6421,care and maintenance,"Ni, Co",,"Nickel, Cobalt",First Quantum Minerals,Cenozoic,,,,Southern Cross Province,,Ravensthorpe Nickel Metallogenic Province,,"Albany-Fraser Orogen,Central Australian Element,Northern Foreland,Yilgarn Craton"
335493,Hillside - Coolgardie,Lindsays-Bayleys Project,WA,121.1746,-30.947,historic mine,Au,,Gold,Focus Minerals Limited,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
335496,Bluff,,QLD,149.0649,-23.519,care and maintenance,Cbl,,Coal - black,Bowen Coking Coal Ltd,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen"
335497,Rothsay,,WA,116.8659,-29.2821,under development,Au,,Gold,Vault Minerals,Archean,,,,"Yilgarn Craton, Big Bell Gold Metallogenic Province, Murchison Province",,,,"West Australian Element,Yilgarn Craton"
335498,Salmon,Plutonic Project,WA,119.5334,-25.2948,historic mine,Au,,Gold,"Northern Star Resources Limited, Barrick Gold Corporation",Archean,,,,Yilgarn Craton,Warakurna Large Igneous Province,,Gascoyne Paleovalley,"Marymia Dome,West Australian Element,Yilgarn Craton"
335500,Central Ellesmere,Fosterville Project,VIC,144.5036,-36.7164,historic mine,Au,,Gold,"Newmarket Gold Inc, AuRico Gold Corporporation, Crocodile Gold Corporation",,,,,Lachlan Orogen,,,,"Bendigo Zone,Lachlan Orogen,Tasman Element"
335503,Telegraph - Lancefield,Lancefield Project,WA,122.3842,-28.5529,mineral deposit,Au,,Gold,Focus Minerals Limited,Archean,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
335507,Yerilla,Edjudina,WA,121.905,-29.4849,mineral deposit,"Ni, Co",,"Nickel, Cobalt","Ardea Resources Limited, Heron Resources Limited",Cenozoic,,,,"Yilgarn Craton, Eastern Goldfields Province",,,,"West Australian Element,Yilgarn Craton"
335512,Emmie Bluff,Mount Gunson Project,SA,137.1544,-31.1051,mineral deposit,"Co, Ag, Cu, Fe, U, Au, Zn",,"Cobalt, Silver, Copper, Iron, Uranium, Gold, Zinc",Coda Minerals Ltd,Proterozoic,unknown,unknown,unknown,"Gawler Craton, Olympic Domain",,,Cariewerloo Basin,"Gawler Craton,Olympic Domain,South Australian Element"
335515,New Oakleigh,"Oakleigh Colliery, Rosewood",QLD,152.5748,-27.6117,closed,Cbl,,Coal - black,New Hope Coal,Mesozoic,,,,Clarence-Moreton Basin,,,Clarence-Moreton Basin,"New England Orogen,Tasman Element,Wandilla Province"
