ID,ACN,MatchedNames
comp_17255,008942827,"Senex Energy Limited,Senex Energy Pty Ltd,Victoria Exploration N.L.,Victoria Petroleum N.L."
comp_17256,656318759,"K-A Energy 1 Pty Ltd,Senex Holdings Pty Ltd"
comp_17257,009344227,"Garnet Millers Associates Pty Ltd,Gma Garnet Pty Ltd,Landimore Pty Ltd"
comp_17258,160456164,Windfield Holdings Pty Ltd
comp_17260,109283810,Modec Management Services Pte.Ltd.
comp_17261,629792810,Eg Group Australia Pty Ltd
comp_17262,004385782,"Air Liquide Australia Limited,Australian Liquid Air Limited,Australian Liquid Air Proprietary Limited,Industrial Oxygen Company Limited,Industrial Oxygen Company Proprietary Limited,Liquid Air Australia Limited"
comp_17263,620205263,"Delta Electricity Pty Ltd,Delta Power & Energy Pty Ltd"
comp_17264,141385293,"Arrow Energy Holdings Pty Ltd,Cs Csg (Australia) Pty Ltd"
comp_17265,089128076,"Barrick African Copper Limited,Barrick African Copper Pty Limited,Equinox Africa Limited"
comp_17266,073530891,"Barrick Copper Overseas Pty Limited,Equinox Overseas Pty Ltd"
comp_17268,142180890,"Kerlong Coking Coal Pty Ltd,Range Project Pty Ltd"
comp_17269,621089030,"Metres Pty Ltd,Nm Resources Pty Ltd"
comp_17270,606241847,Stanmore Bowen Coal Pty Ltd
comp_17271,606244615,Stanmore Ip Coal Pty Ltd
comp_17272,625536094,Stanmore Ip South Pty Ltd
comp_17273,653931223,Stanmore Smc Holdings Pty Ltd
comp_17274,606243770,Stanmore Wotonga Pty Ltd
comp_17275,102349557,Tokyo Gas Australia Pty Ltd
comp_17276,625157744,"Dra Apac Holdings Pty Ltd,Dra Australia Holdings Pty Ltd"
comp_17279,004074962,"Electrolytic Zinc Company Of Australasia Limited,Electrolytic Zinc Company Of Australasia Proprietary Limited,Mmg Australia Limited,Oz Minerals Australia Limited,Pasminco Australia Limited,Zinifex Australia Limited"
comp_17280,083405556,"Mmg Dugald River Pty Ltd,Spc (Nominees) Pty Ltd"
comp_17281,613693182,"Ck William Australia Bidco Pty Ltd,Ckp Debtco 3 Pty Ltd"
comp_17282,613690243,"Ck William Australia Holdings Pty Ltd,Ckp Debtco 2 Pty Ltd"
comp_17283,163100061,"A.C.N. 163 100 061 Limited,Duet Company Limited,Duet Company Pty Limited"
comp_17285,006926487,"Cheetham Salt Limited,Ross Poultry Limited,Ross Poultry Pty. Ltd."
comp_17286,629728605,Tri-Star E&P Pty Ltd
comp_17287,107001338,"Karoon Energy Ltd,Karoon Gas Australia Ltd"
comp_17289,122234306,Burrup Train 1 Pty Ltd
comp_17290,120237416,"Woodside Burrup Pty. Ltd.,Woodside Pluto Pty. Ltd."
comp_17292,130391365,"Apache Julimar Pty Ltd,Woodside Energy Julimar Pty Ltd"
comp_17294,000401025,"Boart Longyear Australia Pty Ltd,Boart Longyear Pty Ltd,Longyear (Australia) Pty Ltd"
comp_17295,678198706,Boart Longyear Drilling Products Australia Pty Ltd
comp_17296,096987370,"Alcoa Australian Holdings Pty Ltd,Chillip Pty Ltd"
comp_17297,093246381,Osaka Gas Australia Pty Ltd
comp_17298,139074847,Osaka Gas Gorgon Pty Ltd
comp_17299,618095471,Albemarle Lithium Pty Ltd
comp_17300,630509303,Albemarle Wodgina Pty Ltd
comp_17301,003135635,"Mercard Ltd,Metropolitan Collieries Ltd,Metropolitan Collieries Pty. Ltd."
comp_17302,146797408,"Peabody (Horse Creek) Pty Ltd,Peabody Acquisition Co. No. 1 Pty Ltd,Peabody Coalsales Pacific Pty Ltd,Peabody Coaltrade Pacific Pty Ltd"
comp_17304,000668057,"Wambo Coal Pty Limited,Wambo Mines Pty Ltd,Wambo Mining Corporation Pty Ltd"
comp_17305,104594694,Wilpinjong Coal Pty Ltd
comp_17306,050889604,"Energy Matrix Group Pty Limited,Project Consultancy Services Pty. Limited"
comp_17308,162438333,Onesubsea Australia Holdings Pty Ltd
comp_17309,141037925,"Cameron Apme Holding Pty Ltd,Slb Australia Holdings Pty Ltd"
comp_17310,000507415,"Delta Group Australia Pty Ltd,Delta Metal Holdings (Australia) Pty Ltd,Valmont Australia Pty Ltd,Valmont Group Australia Pty Ltd,Wallring Investments Pty Ltd"
comp_17311,630698716,A.C.N. 630 698 716 Pty Ltd
comp_17312,095128519,Graymont Pty Ltd
comp_17313,010604878,"Fosterville Gold Mine Pty Ltd,Perseverance Exploration Pty. Limited"
comp_17314,136505587,"Crocodile Gold Australia Pty Ltd,Kirkland Lake Gold Australia Pty Ltd,Newmarket Gold Nt Holdings Pty Ltd"
comp_17315,128442375,"Kirkland Lake Gold Victoria Holdings Pty Ltd,Newmarket Gold Victorian Holdings Pty Ltd,Northgate Australian Ventures Corporation Pty Ltd"
comp_17316,111401766,Earthling Investments Pty Ltd
comp_17317,107226880,"Lambury Pty. Ltd.,Liberty Oil Australia Holdings Pty Ltd"
comp_17318,068080124,"Empire Enterprises Pty. Ltd.,Liberty Oil Holdings Pty Ltd"
comp_17319,111402110,Mogas Regional Pty Ltd
comp_17320,627301900,"On The Run Pty Ltd,Otr 335 Pty Ltd"
comp_17321,638301649,Otr 330 Pty Ltd
comp_17322,615822065,"Otr Energy Pty Ltd,Peregrine Energy Pty Ltd"
comp_17323,602197375,Reliable Petroleum Pty Ltd
comp_17324,004610459,"The Shell Company Of Australia Limited,Viva Energy Australia Ltd,Viva Energy Australia Pty Ltd"
comp_17325,167761453,"A.C.N. 167 761 453 Pty. Ltd.,Shell Aviation Australia Pty Ltd,Viva Energy Aviation Pty Ltd"
comp_17326,626661032,Viva Energy Group Limited
comp_17327,066270237,"Basell Australia (Holdings) Pty Ltd,Lyondellbasell Australia (Holdings) Pty Ltd,Montell Australia (Holdings) Pty Ltd,Viva Energy Polymers Holdings Pty Ltd"
comp_17328,004303842,"Shell Refining (Australia) Proprietary Limited,Viva Energy Refining Pty Ltd"
comp_17329,662372027,"A.C.N. 662 372 027 Pty Ltd,Viva Energy Retail Pty Ltd"
comp_17330,670895904,Viva Energy Retail Smgb Pty Ltd
comp_17331,098025506,Marubeni-Itochu Steel Oceania Pty Ltd
comp_17332,105326663,Alcan Holdings Australia Pty Limited
comp_17333,055787909,"Alcan Primary Metal Australia Pty Ltd,Pechiney Aluminium Of Australia Pty. Limited,Pechiney Pacific Pty Limited,Zeltree Pty. Limited"
comp_17334,009726078,"Alcan Queensland Limited,Alcan Queensland Pty. Limited,Alcan South Pacific Limited,Alcan South Pacific Pty Ltd"
comp_17335,000066491,"Australian Coal Holdings Pty. Limited,Kembla Coal & Coke Pty Ltd"
comp_17336,010061935,"Boyne Smelters Limited,Gladstone Aluminium Limited,Jlm Enterprises Limited,Worthing Limited"
comp_17337,094265871,Cathjoh Holdings Pty Limited
comp_17338,009127039,Channar Mining Pty. Limited
comp_17339,008706590,Dampier Salt Limited
comp_17340,063207456,Gps Energy Pty Limited
comp_17341,063213552,Gps Nominee Pty Limited
comp_17342,008446222,"Hamersley Holdings Limited,Hamersley Holdings Pty. Limited"
comp_17343,004558276,Hamersley Iron Pty. Limited
comp_17344,009181793,"Hamersley Iron - Yandi Pty Limited,Londril Pty. Ltd.,Yandcra Pty Limited"
comp_17345,115004138,Hamersley Wa Pty Ltd
comp_17346,115712117,Hope Downs Marketing Company Pty Ltd
comp_17347,008714010,Mount Bruce Mining Pty Limited
comp_17348,005233689,"North Broken Hill Holdings Limited,North Broken Hill Peko Limited,North Limited"
comp_17349,000081434,"North Mining Limited,Peko Mines Ltd,Peko Mines Nl,Peko-Wallsend Operations Ltd"
comp_17350,008447943,"Cra Alumina Pty. Limited,Pacific Aluminium Pty. Limited"
comp_17351,076569769,Pechiney Consolidated Australia Pty Limited
comp_17353,160684391,"Pacific Aluminium Bell Bay Sales Pty Limited,Rio Tinto Aluminium Bell Bay Sales Pty Limited"
comp_17354,093137323,"Ashermyle One Pty Ltd,Rio Tinto Investments One Pty Limited"
comp_17355,093137485,"Ashermyle Two Pty Ltd,Rio Tinto Investments Two Pty Limited"
comp_17356,004219738,"Australian Mining And Smelting Company Limited,C.R.A. Services Limited,Cra Services Limited,Dawk Limited,Rio Tinto Services Limited"
comp_17357,113306077,Rio Tinto Shared Services Pty Limited
comp_17358,008478493,Robe River Limited
comp_17359,008694246,"Cliffs Western Australian Mining Co. Pty Ltd,Robe River Mining Co. Pty. Ltd."
comp_17360,008589080,"Alusuisse Of Australia Limited,Rta Aal Australia Limited"
comp_17361,008650600,"Amag Boyne Limited,Amag Boyne Pty. Limited,Nifex Pty. Limited,Pacific Boyne Limited,Rta Boyne Limited"
comp_17362,128762318,Rta Holdco Australia 1 Pty Ltd
comp_17363,128785599,Rta Holdco Australia 5 Pty Ltd
comp_17364,004546436,"Aluminium Research Pty. Limited,Clay Products Pty. Limited,Comalco Pacific Pty. Limited,Comalco Research Pty. Limited,Rio Tinto Brick Pty. Limited,Rta Pacific Pty Limited"
comp_17365,137266285,Rta Weipa Pty Ltd
comp_17366,137266301,Rta Yarwun Pty Ltd
comp_17367,099346899,Rtpds Aus Pty Ltd
comp_17368,008589099,Swiss Aluminium Australia Limited
comp_17369,002183557,"Abfara Pty Ltd,Biotechnology (Investments) Pty Ltd,Technological Resources Pty. Limited"
comp_17370,004511942,"Fluor Australia Pty Ltd,Fluor Australia Pty. Limited,Fluor Daniel Australia Limited,Fluor Daniel Pty Ltd,Utah Construction & Engineering Pty. Limited"
comp_17371,122087398,Boggabri Coal Pty Limited
comp_17372,624655518,"Emr Capital Resources Pty Ltd,K Coal Mine Pty Ltd,Kestrel Coal Group Pty Ltd"
comp_17373,624242628,"Kestrel Coal Midco Pty Ltd,Mining Holdco A Pty Ltd"
comp_17374,624245325,"Kestrel Coal Resources Pty Ltd,Mining Resources A Pty Ltd"
comp_17375,010486307,"Denham Coal Sales Pty. Ltd.,Gordonstone Coal Sales Pty. Ltd.,Kestrel Coal Sales Pty Limited"
comp_17376,624243689,"Kestrel Coal Subsidiary Pty Ltd,Mining Subsidiary A Pty Ltd"
comp_17377,140147048,"Chubu Electric Power Australia Pty Ltd,Jera Australia Pty Ltd"
comp_17378,636657488,Neste Australia Pty Ltd
comp_17380,665665798,Sibanye Australia Pty Ltd
comp_17381,124535468,"Nyrstar Australia Pty Ltd,Smeltco Pty Ltd"
comp_17382,124818113,"Nyrstar Hobart Pty Ltd,Smeltco2 Pty Ltd"
comp_17383,008046428,"Nyrstar Port Pirie Pty Ltd,Pasminco Metals - Bhas Pty. Limited,Pasminco Port Pirie Smelter Pty Limited,The Broken Hill Associated Smelters Proprietary Limited,Zinifex Port Pirie Pty Ltd"
comp_17385,008434562,Big Ben Holdings Pty. Limited
comp_17386,004752050,"Baker Hughes Australia Pty. Limited,Baker International Australia Pty. Limited,Baker Oil Tools (Aust.) Proprietary Limited"
comp_17387,618893226,"Baker Hughes Group Australia Pty Ltd,Ge Oil & Gas Holdings Australia Pty Ltd"
comp_17388,009080951,"Abb Vetco Gray Australia Pty Ltd,Baker Hughes Services Australia Pty Ltd,Ge Oil & Gas Australia Pty Ltd,Vetco Gray Australia Pty Ltd,Vetco Offshore Industries Proprietary Limited"
comp_17389,083171546,"Cobar Management Pty. Limited,Formpond Pty. Limited"
comp_17391,008763666,"Allied Eneabba Limited,Amc Mineral Sands Ltd,Amc Minerals Sands Ltd,Iluka Midwest Limited,Rgc Mineral Sands Limited"
comp_17392,608494828,Mach Australia Holdings Pty Ltd
comp_17393,608495441,"Mach Energy Australia Pty Ltd,Oldmach 491 Pty Ltd"
comp_17394,603568403,"Rgf Staffing Anz Pty Ltd,Rgf Staffing Apej Pty Ltd,Rgf Staffing Melbourne One Pty Ltd,Rgf Staffing Pty Ltd"
comp_17395,010754793,"Jellinbah Group Pty Ltd,Joinham Pty. Ltd.,Queensland Coal Mine Management Pty. Ltd."
comp_17396,080527117,"Diversey Australia Pty. Limited,Johnson Wax Professional Australia Pty Ltd,Johnsondiversey Australia Pty Limited,S.C. Johnson Professional Australia Pty Limited,Votraint No. 1079 Pty Limited"
comp_17398,169325151,Solenis Australia Pty Ltd
comp_17399,166112429,Grounded Construction Group Pty Ltd
comp_17400,606006866,Australian Terminal Operations Management Pty Ltd
comp_17402,002307682,"Epdc (Australia) Pty Ltd,J-Power Australia Pty. Ltd."
comp_17403,078033520,"Apollo Metals Pty Ltd,Thyssenkrupp Aerospace Australia Pty Ltd,Thyssenkrupp Materials Australia Pty Ltd"
comp_17404,005968178,"Agryl Holdings Limited,Agryl Holdings Proprietary Limited,Ballogan Proprietary Limited"
comp_17405,090761523,Medisup Securities Limited
comp_17406,004377780,"Nufarm Australia Limited,Nufarm Chemicals Pty. Limited,Nufarm Limited,Nufarm Rural Products Limited,Nufarm Rural Products Proprietary Limited"
comp_17407,091323312,Nufarm Limited
comp_17408,623104950,Nuseed Global Holdings Pty Ltd
comp_17409,623104987,Nuseed International Holdings Pty Ltd
comp_17410,004347880,"Siemens Halske Siemens Schuckert (Australasia) Limited,Siemens Halske Siemens Schuckert (Australasia) Proprietary Limited,Siemens Industries Limited,Siemens Ltd.,Siemens Schuckert Australasia Limited,Siemens Schuckert Australasia Proprietary Limited"
comp_17411,629750401,Ix Infrastructure Pty Ltd
comp_17412,602722547,"Chemstralia Holdco Pty Ltd,Ixom Holdco Pty Ltd"
comp_17413,131367112,"Chemicals Holdings Pty Ltd,Ixom Holdings Pty Ltd,Orica Chemicals Holdings Pty Ltd,Orica Clarendon Pty Ltd"
comp_17414,602439878,"Chemicals International Holdings Pty Ltd,Ixom International Holdings Pty Ltd,Orica Chemicals International Holdings Pty Ltd"
comp_17415,600546512,"Chemicals Australia Operations Pty Ltd,Ixom Operations Pty Ltd,Orica Chemicals Australia Operations Pty Ltd"
comp_17416,005549477,"A-B Controls Pty. Limited,Allen-Bradley Pty. Limited,Rockwell Automation Australia Ltd,Rockwell Automation Australia Pty Limited"
comp_17418,633008992,Dcl Corp Pty Ltd
comp_17419,088345804,"Hazell Bros Group Pty Ltd,Hb Equipment Services Pty Ltd"
comp_17420,004236855,"Skf Australia (Sales) Pty. Limited,Skf Australia Pty. Ltd.,The Skf Ball Bearing Company (Australia) Limited,The Skf Ball Bearing Company (Australia) Proprietary Limited"
comp_17421,008670102,"Coventry Group Limited,Coventry Motor Replacements Ltd"
comp_17422,157844212,"Acorn Global Recruitment Pty Ltd,Synaco Global Recruitment Pty Ltd"
comp_17423,069303377,Crushing Services International Pty Ltd
comp_17424,626063796,"A.C.N. 626 063 796 Pty Ltd,Iron Resources Pty Ltd"
comp_17426,612726922,Lithco No.2 Pty Ltd
comp_17427,158718195,"Mineral Resources Transport Pty Ltd,Roadtrim Mining & Civil Contracting Pty Ltd"
comp_17428,169725964,"Mineral Services Pty Ltd,Mrl Asset Management Pty Ltd"
comp_17429,666115742,Mt Marion Holdings Pty Ltd
comp_17430,138805722,"Mt Marion Lithium Pty Ltd,Mt. Marion Lithium Pty Ltd,Reed Industrial Minerals Pty Ltd"
comp_17431,063988894,"Port Services (Wa) Pty Ltd,Process Minerals International Pty Ltd"
comp_17432,611488932,"A.C.N. 611 488 932 Pty Ltd,Wodgina Lithium Pty Ltd"
comp_17433,169151777,Wonmunna Iron Ore Pty Ltd
comp_17434,626035078,"A.C.N. 626 035 078 Pty Ltd,Yilgarn Iron Pty Ltd"
comp_17435,111372064,"Enviropacific Services Limited,Enviropacific Services Pty Limited"
comp_17436,137545192,Category 5 Labour Management Pty Ltd
comp_17437,128065261,"A.C.N. 128 065 261 Pty Ltd,Ampcontrol Burn Brite Pty Ltd"
comp_17438,074158759,"Ampcontrol Cables Nsw Pty Ltd,Cable Services Australia Pty Limited,Corpvet Pty Ltd"
comp_17439,000770141,"Ampcontrol Csm Pty Limited,Electroswitch Pty Ltd,Hesco Investments Pty Ltd,Heslec Pty Ltd,Hunter Engineering Projects Pty Ltd"
comp_17440,088317159,"Ampcontrol International Holdings Pty Ltd,Ampcontrol International Pty Limited"
comp_17441,000915542,"Ampcontrol Limited,Ampcontrol Pty Ltd,Hunter Engineering (Holdings) Pty Ltd,Newmeadow Pty Ltd"
comp_17443,001737533,"Ampcontrol Swg Pty Limited,Raelec Engineering Pty Ltd,Valese Pty Ltd"
comp_17444,099836281,Ampcontrol Transformers Pty Ltd
comp_17445,118588220,Androck Engineering And Mining Pty Ltd
comp_17446,001175435,"Ampcontrol Epd Pty Limited,Ampcontrol Epd Pty. Limited,Atf Mining Electrics Pty Limited,Hetronic Australia Pty Limited,Scientechnic Pty Ltd"
comp_17447,106461385,"Capacitor Technologies Pty Ltd,Cbd Technologies Pty Ltd"
comp_17448,083371653,Complete Power Solutions Pty Ltd
comp_17449,105592087,"Ampcontrol Research Pty Ltd,Restech Pty Limited"
comp_17450,622224239,"Ampcontrol Testing And Monitoring Pty Ltd,Verico Group Pty Ltd"
comp_17451,010550357,"Envirozel Limited,Evz Limited,Mount Gipps Limited,Zeolite Australia Limited"
comp_17452,000002728,"Washington H. Soul Pattinson And Company Limited,Whsp Holdings Ltd"
comp_17453,657711209,Mitchell Creek Mining Pty Ltd
comp_17454,149040371,Tomingley Gold Operations Pty Ltd
comp_17455,600473630,"Aurora Global Pty Ltd,Onesun Pty Ltd"
comp_17456,620613185,Austwide Communications Pty Ltd
comp_17457,630627271,Link Construct Pty Ltd
comp_17458,602050644,Linkforce Corporation Pty Ltd
comp_17459,666545393,Linkforce Industrial Maintenance Pty Ltd
comp_17462,000904987,"Sanwa Pty Ltd,Sanwa Vinyl (Australasia) Pty Ltd"
comp_17463,006353046,"Als Industrial Pty Ltd,Engineering Testing & Research Services Pty. Ltd.,Etrs Pty. Ltd.,Pearlstreet Etrs Pty Ltd,Srg Global Asset Care Pty Ltd,Testing & Inspection Holdings Pty. Ltd."
comp_17464,104662213,"Gcs Access Pty Ltd,Srg Global Assets Pty Ltd"
comp_17466,140773388,"Casc Formwork Pty Ltd,Srg Global Casc Pty Ltd"
comp_17467,083214439,"Guardiol Pty. Ltd.,Residential Fire Sprinkler Systems Pty. Ltd.,Srg Civil Pty Ltd,Srg Global Civil Pty Ltd,Structural Systems (Civil) Pty Ltd"
comp_17469,602257581,"Gallery Facades Australia Pty Ltd,Podium Glazing Australia Pty Ltd,Srg Global Facades Pty Ltd"
comp_17471,089434220,"C.E.C.K. Pty Ltd,Srg Global Infrastructure Pty Ltd,Wbho Civil Pty Ltd,Wbho Infrastructure Pty Ltd"
comp_17472,604010639,"Gcs Integrated Services Pty Ltd,Srg Global Integrated Services Pty Ltd"
comp_17474,120405334,"Refobar Australia Pty Ltd,Srg Global Products Pty Ltd,Srg Products Pty Ltd"
comp_17478,167931768,Minprovise International Pty Ltd
comp_17479,130666518,Enviro Pipes Pty Ltd
comp_17480,004590005,"Emerson Process Management Australia Pty Ltd,Fisher-Rosemount Pty Ltd,Rosemount Instruments Pty. Limited,Skil (Australasia) Pty. Limited.,Skil Australia Pty. Ltd.,Skil-Sher Pty. Ltd."
comp_17481,001831090,"H & O Marine Enterprises Pty Ltd,H & O Marine Pty Ltd,Midway Metals Pty Ltd,Trazor Pty Ltd"
comp_17482,644181028,Australian Steel Traders Pty Ltd
comp_17483,142476631,"Square Resources Holding Pty Ltd,Square Trading Pty Ltd"
comp_17484,005669161,"Hilditch Pty. Ltd.,Marinpac Resources Pty. Limited,Nalkari Pty. Ltd."
comp_17487,050287431,"Saunders Constructions Pty. Limited,Saunders International Limited,Saunders International Pty Ltd,Saunders Prince Bisley Pty Ltd"
comp_17488,007611485,"Macmahon Construction Pty. Ltd.,Macmahon Contractors Pty Ltd"
comp_17489,003696464,"Macmahon Underground Pty Ltd,National Mine Management Pty. Ltd.,Pluteus (No. 294) Pty. Ltd."
comp_17490,154520199,"Abc Refinery Pty Limited,Acn 154 520 199 Pty Ltd,E.B.S. & Associates Pty Limited,Palabc Holdings Pty Limited"
comp_17492,057326824,"Hancock Minerals Limited,Hancock Minerals Pty Ltd"
comp_17493,008676417,Hancock Prospecting Pty Limited
comp_17494,154124204,Hanrine Holdings Pty Ltd
comp_17495,071514308,"Hope Downs (Holdings) Limited,Hope Downs Iron Ore Limited,Hope Downs Iron Ore Pty Ltd,Rotifer Limited"
comp_17496,625680159,Redstone Corporation Pty Ltd
comp_17498,123721077,Roy Hill Holdings Pty Ltd
comp_17499,607185339,Dexplan Pty Ltd
comp_17500,607197811,"Harpcove Pty Ltd,New Hope Bengalla Pty Ltd"
comp_17502,137816025,"Civmec Construction & Engineering Pty Ltd,Patnik Pty Ltd"
comp_17503,008746334,Centurion Transport Co. Pty Ltd
comp_17504,008777348,C.F.C. Holdings Pty Ltd
comp_17505,618356586,Leone Family Holdings Pty Ltd
comp_17506,009569493,"Elcat Pty. Ltd.,William Adams Pty. Ltd."
comp_17507,007735300,"Cavill Power Products Pty. Ltd.,Cavpower Pty Ltd"
comp_17508,141170658,Bitumen Importers Australia Pty Ltd
comp_17509,002802646,"Biomecca Australia Ltd,Dgl Environmental Pty Ltd,Dgl Group Limited,Hydromet Corporation Limited,Hydromet Corporation Pty Limited"
comp_17510,625569922,"Dgl Logistics Pty Ltd,Dgl Warehousing & Distribution Pty Ltd,Sgh Ventures Logistics Pty Ltd"
comp_17514,009211474,"Ausdrill Limited,Ausdrill Pty Ltd,Perenti Global Limited,Perenti Limited"
comp_17517,096533283,"Best Tractor Parts (Queensland) Pty. Ltd.,Btp Parts Pty Ltd"
comp_17518,154493008,Ddh 1 Drilling Pty Limited
comp_17519,008736543,"Cue Consolidated Gold Mines Pty Ltd,Rts Pty Ltd,Sms Operations Pty Ltd"
comp_17521,148189511,Lynas Africa Holdings Pty Ltd
comp_17522,053160302,"Acn 053 160 302 Pty Ltd,Ashton Lanthanides Limited,Ashton Lanthanides Pty Limited,Lynas Kalgoorlie Pty Ltd,Mt Weld Rare Earths Pty Limited"
comp_17524,103936232,"Lynas Services Pty Ltd,Lynas Transales Pty Ltd"
comp_17526,073998106,"Anaconda Industries Limited,Anaconda Management Limited,Mt Weld Holdings Limited,Mt Weld Holdings Pty Ltd"
comp_17527,053160400,"Ashton Rare Earths Limited,Ashton Rare Earths Pty Limited,Mt Weld Mining Pty Limited"
comp_17528,004456035,"Liberty Bell Bay Pty Ltd,Tasmanian Electro Metallurgical Company Proprietary Limited"
comp_17529,631112573,Liberty Primary Metals Australia Pty Ltd
comp_17530,095466961,"Boom Logistics Ltd,The Australian Crane Company Ltd"
comp_17532,606791931,Nepean No1 Pty Ltd
comp_17533,114021537,Mader Contracting Pty Ltd
comp_17534,611004552,Mader Queensland Pty Ltd
comp_17535,090642809,"Big Bell Gold Mines Pty Ltd,Big Bell Gold Operations Pty Ltd"
comp_17536,080756172,"Australian Contract Mining Pty Ltd,Minterra Pty Ltd,Westgold Mining Services Pty Ltd"
comp_17537,074106577,"Consolidated Manganese Pty Ltd,Pilbara Manganese Pty Ltd,Valiant Manganese Pty Ltd"
comp_17538,007617969,"Beach Energy Limited,Beach Petroleum Limited,Beach Petroleum No Liability"
comp_17539,003038668,"Bofone Pty Ltd,Clareville Pty Limited"
comp_17541,651088256,Aic Copper Pty Ltd
comp_17542,000762345,"C & K Industrial Traders Pty Ltd,Redox Chemicals Pty Ltd,Redox Limited,Redox Pty Ltd"
comp_17544,605178578,"A.C.N. 605 178 578 Pty Ltd,Ocwen Energy Pty Ltd"
comp_17545,139472567,Aston Coal 2 Pty Ltd
comp_17546,110262925,"Edf Coal (Australia) Pty Limited,Edf Trading Australia Pty Limited,Narrabri Coal Australia Pty Ltd"
comp_17547,107813963,Narrabri Coal Pty Ltd
comp_17548,119741883,Tarrawonga Coal Sales Pty Ltd
comp_17549,107169111,Werris Creek Coal Sales Pty Limited
comp_17550,672142997,"A.C.N. 672 142 997 Pty Ltd,Whitehaven Blackwater Pty Ltd"
comp_17551,086426253,"Kmqr Mining Pty Ltd,Whitehaven Coal Mining Limited,Whitehaven Coal Mining Pty Ltd"
comp_17552,672143583,"A.C.N. 672 143 583 Pty Ltd,Whitehaven Daunia Pty Ltd"
comp_17553,112188815,"Emeco Holdings Limited,Emeco Holdings Pty Limited,Oceme Holdings Pty Limited"
comp_17554,009220562,"Force Equipment Pty Ltd,Force Equipment Service & Hire Pty Ltd,Kirkland Pty Ltd"
comp_17555,116432814,"Chalkit Pty Ltd,Pit N Portal Mining Services Pty Ltd"
comp_17556,634636310,"Grays.Com Limited,Grays.Com Pty Ltd,Oar Inv Co 1 Pty Ltd"
comp_17557,128959179,Fmg Solomon Pty Ltd
comp_17558,103096340,"Allied China Gold Pty Ltd,Pilbara Infrastructure Fund Pty Ltd,The Pilbara Infrastructure Pty Ltd"
comp_17559,008669556,"Hill 50 Gold Mine No Liability,Mt Magnet Gold Nl,Mt Magnet Gold Pty Ltd"
comp_17560,618514944,"Penny Operations Pty Ltd,Zebra Minerals Pty Ltd"
comp_17561,153608596,"Auzex Exploration Limited,Auzex Exploration Pty Ltd,Explaurum Operations Pty Ltd,Tampia Operations Pty Ltd"
comp_17562,098812492,"National Pump & Energy Ltd,National Pump & Energy Pty Ltd,Repcol Limited,Rer Group Limited,Resource Equipment Ltd"
comp_17563,000697183,"Lion Mining Limited,Lion Mining Pty Ltd,Sedimentary Holdings Ltd,Sedimentary Holdings Nl,Sedimentary Uranium Nl"
comp_17564,060620751,"Gasgoyne Metals N.L.,Independence Jaguar Limited,Independence Jaguar Parent Limited,Independence Jaguar Pty Ltd,Jabiru Metals Limited,Pilbara Mines Limited,Pilbara Mines Nl,Round Oak Jaguar Pty Ltd"
comp_17565,619759465,"Round Oak Stockman Pty Ltd,Whsp Stockman Pty Limited"
comp_17566,133357632,"Byerwen Coal Pty Ltd,Talwood Coal Pty Ltd"
comp_17567,652903181,Sandfire Spain Holdings Pty Ltd
comp_17568,133499500,"Drake Coal Pty Ltd,Jax Coal Pty Ltd"
comp_17570,010911234,"Marketyard Pty. Ltd.,Qcoal Pty Ltd"
comp_17572,060309104,"A.J. Lucas Contractors Pty. Limited,Aj Lucas Group Limited"
comp_17573,095220607,Kingsgate Capital Pty Ltd
comp_17574,001941608,"Api Pharmacy Sales & Services Pty Ltd,Api Properties Pty Ltd,Api Victoria Pty. Ltd.,Hapela Pty Ltd"
comp_17575,009140121,"Australian Gold Reagents Pty. Ltd.,Hartlepool Pty. Ltd."
comp_17576,000004320,"Australian Pharmaceutical Industries Ltd,Australian Pharmaceutical Industries Pty Ltd,The Wholesale Drug Co Ltd"
comp_17577,099222456,Avc Holdings Pty Ltd
comp_17578,099189072,Avc Trading Pty Ltd
comp_17579,087887072,"Bullivants Pty Limited,Girdleness Pty Limited"
comp_17580,008672179,"Bunnings (Donnelly) Pty Ltd,Bunnings Building Supplies Pty. Ltd.,Bunnings Group Limited,Bunnings Limited,Bunnings Pty Ltd,Donnelly Saw Mills Pty. Ltd."
comp_17581,149779939,"Ashcreek Proprietary Limited,Catch.Com.Au Pty Ltd,Catchoftheday.Com.Au Pty Ltd"
comp_17582,159074003,"Catch Group Holdings Limited,Catch Group Limited,Catch Group Pty Ltd"
comp_17583,009187375,"Aboomala Pty. Ltd.,Chemical Holdings Kwinana Pty. Ltd."
comp_17584,001255312,"Coregas Pty Ltd,Linde Gas Pty Ltd"
comp_17585,008668371,"Csbp & Farmers Ltd,Csbp Limited,Cuming Smith & Mount Lyell Farmers Fertilisers Limited,Wesfarmers Csbp Limited"
comp_17586,004048319,"Cuming Smith And Company Limited,Cuming, Smith & Company Limited"
comp_17587,004071845,Howard Smith Limited
comp_17588,000010300,"J. Blackwood & Son Limited,J. Blackwood & Son Pty Ltd"
comp_17589,004700485,"Coles Kma Limited,K Mart (Australia) Limited,K Mart Australia Ltd,K Mart Limited,K Mart Pty. Limited,Kmart Australia Limited"
comp_17590,627042460,Kmart Holdings Pty Ltd
comp_17591,114552251,Manacol Pty Limited
