companyID:ID,name:string,Ticker:string,ACN:int,Market Cap:float,Revenue:Y:float,Tot Assets:Y:float,Number of Employees:LF:int,Company Description:string,Linkedin_empCount:int,Linkedin_Followers:int
comp_20918,Flatpax Cut To Size,,,,,,,Flatpax Cut To Size is a mining metals company based out of u2b 26 Production Ave Molendinar Australia,0,0
comp_20919,Flatstick Geelong,,,,,,,Flatstick Geelong is a mining metals company based out of 70 Nobility St Moolap Australia,0,0
comp_20920,Flawless Electropolishing,,,,,,,Flawless Electropolishing is a mining metals company based out of 31 Stephen Rd Dandenong South Australia,0,0
comp_20921,Fleurieu Blast Paint Pty Ltd,,,,,,,Fleurieu Blast Paint Pty Ltd is a mining metals company based out of 9 Lincoln Park Dr Hindmarsh Valley Australia,0,0
comp_20922,Fleurieu Mines NL,,,,,,,Fleurieu Mines NL is a mining metals company based out of West Perth Western Australia Australia,0,0
comp_20923,Flex Force Group,,,,,,,Flex Force Group FFG is an industry leader in rendering plant maintenance and asset management solutions We work closely with our clients to offer a range of broad base labour hire maintenance and asset management services aimed at complementing the achievement of our clients business objectives through the realization of value from their assets r n r nWe offer clients the ability to engage us for maintenance services on an ad hoc basis in peak r nload periods or by allowing us to take a more holistic approach to their maintenance and r noperational requirements We recognize that as a supplier predominantly engaged during plant outages or periods of duress we are pivotal to the desired output of an organisation and our culture driven by the delivery of productivity improvements reflects this r n r nFFG deliver best practice maintenance solutions through the employment of industry specialists OEM trained maintainers and systemic thinkers Throughout the Greater Pilbara region and across resource and construction projects interstate we have qualified and competent Heavy Diesel Mechanics HV and LV Electricians Boilermakers Machinists Maintenance Planners Superintendents available for short and long term engagement depending on your maintenance and asset requirements r n r nWith a fleet of modern site specific field service vehicles members of our team can be mobilized with little to no lead time in situations that are critical to productivity,7,153
comp_20924,Flexco Australia,,,,,,,Flexco helps customers to be more productive by providing solutions that result in increased belt conveyor uptime and facility output Backed by an extensive highly trained support network with over 110 years of experience in solving belt issues around the world clients adopt our innovative products because they know we re hands on and reliable Flexco Australia s head office is located in Baulkham Hills NSW with additional offices also located in Perth WA Bundaberg QLD and Newcastle NSW Flexco Australia have two manufacturing facilities with the Sydney factory producing the entire range of Flex Lag products for the Flexco group as well as some BCP components and the Bundaberg facility producing Australian designed Tasman Warajay Technology transfer systems Flexco specialise in designing and manufacturing high performance products that enhance belt conveyor productivity including belt cleaners ploughs trackers impact beds conveyor rollers pulley lagging mechanical belt fasteners safety tools and Controlled Flow Material Transfer Systems CFMTS Flexco understands that your belt conveyors play a critical role in your productivity which is why we constantly strive to make them more productive through a combination of superior products and sound advice,15,1702
comp_20925,FlexiParts Mining Services,,,,,,,Established in 2013 FlexiParts Mining Services is a WesTrac owned business that offers flexible reliable and cost effective parts component and attachment solutions to our customers FlexiParts services customers Australia wide and internationally When it comes to the ongoing supply of parts to meet production schedules our customers want reliable solutions to keep their equipment moving To achieve this our experienced team works hard to unearth solutions that deliver results With a connected global network of dealers machine salvagers and customers we re ready to help you stay productive We use our network to source parts and machinery to keep our parts inventory stocked so we ve got parts on hand to meet demand If we haven t got the part you need in stock we ll get it fast via our network,0,32
comp_20926,Fleximake Pty Ltd,,146538301,,,,,Not Provided,10,24
comp_20927,Fleximine,,,,,,,At Fleximine we are professionally qualified and experienced Mining Engineers here to provide short term technical services support for our clients If you have staffing deficiencies due to Annual Leave Parental Leave Recruitment delays or other short term requirements we can assist in providing coverage to ensure your operation continues to run smoothly To make an enquiry please email us at info fleximine com au,2,201
comp_20928,Flinders Mines Limited,,91118044,,,,,Flinders Mines is an active Australian iron ore exploration and development company Flinders Mines main focus is the development of its Pilbara Iron Ore Project PIOP situated in the Pilbara region of Western Australia Currently Flinders is undertaking a Bankable Feasibility Study on the PIOP for a nominal 25Mtpa operation commencing in late 2017,12,898
comp_20929,Flinders Outdoors,,,,,,,Flinders Outdoors is a mining metals company based out of 54 Esmond Rd Port Pirie South Australia,0,0
comp_20930,Flint Resource Mining Services Pty Ltd,,,,,,,Flint is an international resource and mining services company operated by a senior management team of highly skilled professionals who possess the technical abilities and experience to deal with wide a range of projects With a strong presence in Africa and also significant businesses in Asia Europe and the pacific regions we consistently offer quality exploration GIS Geo data management resource modelling and mining services to our clients,0,10
comp_20931,Flip Screen Australia,,,,,,,Not Provided,0,0
comp_20932,Flo Met Pty Ltd,,,,,,,Flo Met Pty Ltd is a mining metals company based out of 3 June Ave Dromana Australia,0,0
comp_20933,Flo Well Pumps,,,,,,,Flo well Pumps sales service can service any pumping project We provide basic trouble shooting to turnkey solutions We can repair replace or complete retro fit your pumps and related equipment We will provide you with the most logical and cost effective solutions for your needs be that a pump parts replacement pump repair major rebuild overhaul upgrade motor repair controls repair or whole new pump,0,0
comp_20934,FloCEP,,,,,,,FloCEP is commercialising the PROmotion technology platform which is a step change in dealing with multiphase flows within a pipe or device The patented technologies have been developed in a rigorous R D program extending over five years has been proven over more than four year s continuous operational use in two mineral processing plants in Western Australia nThe operational installation in hydro cyclone clusters has demonstrated outstanding benefits in increased availability reduced operating costs and improved downstream performance Installations in pipe bends demonstrate outstanding increases in the life of bends that have been otherwise subject to severe erosive wear The base technology platform known as PROmotion is applied to re blend the phases in a multiphase flow just before a point where having uniform pseudo homogeneous flow is critical to optimal operation That is typically before a bend distribution manifold sample point or chemical injection point in the process stream There are no moving parts and there is no additional pressure drop in the line This technology is applied to mining processes and refining applications reduces process noise instability and affecting productivity and profit These devices and systems are manufactured to any pipe specification code pressure rating and material with linings applied to meet the customer s site requirements The suite of applications by FloCEP is FLOdistributor efficient flow stream splitting to ensure balanced solids distribution nFLOprep prepares a flow stream by pre conditioning the dense phase nFLOdose enables dosing directly into a stream in a low shear zone nMAXbend addresses the cause of pipe erosion utilising the kinetic energy of the pipe flow We will update the page with information on the applications and results achieved,0,32
comp_20935,Florin Mining Investment Company,,,,,,,Not Provided,0,0
comp_20936,Fluid Transfer Management,,,,,,,Established in 2003 Fluid Transfer Management provides handling technology and solutions to move measure sample control clean and dispense a wide range of fluids and viscous material specialising in hydrocarbon based fluids across all industry sectors,5,223
comp_20937,Fluidtech International Pty Ltd,,,,,,,Fluidtech International is now a wholly owned Australian business continuing to provide all previous services with additional scope as part of the national Custom Fluidpower team,0,3
comp_20938,Fluor SKM,,,,,,,Fluor SKM is a mining metals company based out of Australia,4,0
comp_20939,Fluren,,,,,,,Fluren is a mining metals company based out of Australia,10,0
comp_20940,Fluro Radio,,,,,,,Western Australia s Mining Radio Station,0,4
comp_20941,Focal Mining Solutions,,,,,,,I have 30 years experience in open cut coal and metaliferous mines That experience covers mine design mine scheduling drill and blast grade and pit control dragline planning management and consulting roles,2,58
comp_20942,Focus On Safety,,,,,,,Focus On Safety is a mining metals company based out of 6a Cockatoo St McDougall Business Park NSW Australia,6,9
comp_20943,Foothills Foundry Australia,,,,,,,Foothills Steel Foundry Australia is part of the Foothills Steel Foundry worldwide group r n r nFoothills Steel Foundry have been manufacturing world class wear parts for over 65 years We have an exemplary reputation for high quality steel castings professional service and product support and some of the best wear life in the industry,0,9
comp_20944,Force,,,,,,,Force has a maintenance component rebuild capability built over 30 years that is second to none This means we can help you extend the life of your heavy earthmoving equipment achieve performance reliability levels that exceed industry norms,63,1914
comp_20946,ForceConsulting,,,,,,,Not Provided,0,0
comp_20947,Ford Engineering and Installations Pty,,,,,,,Ford Engineering and Installations Pty is a mining metals company based out of 26 22 Allgas St Slacks Creek Australia,0,0
comp_20948,Fordy s Boilermakers,,,,,,,I come to you with 20 years Boilermaker experience from all around Australia,0,3
comp_20949,Foreshore Engineering,,,,,,,Foreshore Engineering is a mining metals company based out of building j 77 79 Bassett St Mona Vale Australia,2,0
comp_20950,Forge Resources Swan Pty Ltd,,149783068,,,,,Forge Resources Swan Pty Ltd is a mining metals company based out of LEVEL 24 56 PITT ST Sydney New South Wales Australia,0,0
comp_20951,Forgecast Australia Pty Ltd,,,,,,,Forgecast Australia Pty Ltd is a mining metals company based out of 25 COOK RD Mitcham Victoria Australia,0,0
comp_20952,Forktrucks Australia Pty Ltd,,,,,,,Forktrucks Australia Pty Ltd is a mining metals company based out of 1 Hayley St Maddington WA Australia,0,0
comp_20953,Fortem Resources,,,,,,,WHO WE ARE Fortem Resources is an innovative Mining consultancy that has been operating in the Queensland resources sector since 2016 We are a young vibrant consultancy with an eye on the future WHY FORTEM Our point of difference is our people first approach We pride ourselves on creating transparent working relationships both within our team and with our clients We have successfully applied our methods to projects all over Queensland and encourage innovation by embracing modern technologies OUR MISSION Our mission is to create step changes in on site efficiency and client experience by combining innovative technology with a people first culture,4,26
comp_20954,Fortus,,,,,,,Fortus is an Australian owned and operated company specialising in the supply of replacement wear parts including Rubber Tracks Pads and Ground Engaging Tools G E T for all earth moving equipment anywhere in Australia r n r nAt Fortus we pride ourselves on sourcing quality reliable and long lasting replacement wear parts from some of the most innovative and cutting edge manufacturing partners around the world r n r nWith branches located in New South Wales Queensland and Western Australia we can provide same day turnaround on parts at competitive prices ensuring your equipment will be up and running with minimal downtime to your business To keep your costs down we also provide free freight to most capital cities r n r nAt Fortus we re Determined to Deliver and with access to the largest range of earth moving wear parts we can supply you with the right part anytime and anywhere no matter what type of equipment,42,1233
comp_20955,Forze Explosive Services,,,,,,,Tasmanian owned operated Forze has been supplying Tasmania and the rest of Australia with safe and efficient blasting solutions since 2000,4,9
comp_20956,Foster s On Site Welding Engineering,,,,,,,Operating fully on site we offer a wide range of welding and engineering services including structural steel aluminium and stainless fabrication for both private and commercial clients completing projects such as fencing steel canopy construction for example service stations vehicle trays trailer restoration staircase construction and much more,0,0
comp_20957,Fostinelli Engineering,,,,,,,Not Provided,0,1
comp_20958,Foundry Metallurgist,,,,,,,Foundry Metallurgist is a mining metals company based out of Merrion Ramble Canning Vale Australia,8,0
comp_20959,Four Seasons Garden Centre Mount Colah,,,,,,,Four Seasons Garden Centre Mount Colah is a mining metals company based out of 525 Pacific Hwy Mount Colah Australia,0,0
comp_20960,Foxleigh Mine,,,,,,,Foxleigh Mine is located in Queensland s Bowen Basin coalfield 2km south of Middlemount and 272km northwest of Rockhampton nThe mine was established in 1999 as an open cut operation producing Premium LV PCI coal for the export market with production beginning in January 2000 Middlemount South purchased Anglo American Metallurgical Coal s 70 interest in the Foxleigh JV in late August 2016 Middlemount South joins POSCO Australia 20 and Nippon Steel and Sumitomo Metal Australia 10 as participants in the Foxleigh JV,48,983
comp_20961,Fraka Investments Pty Ltd,,122303575,,,,,Fraka Investments Pty Ltd is a mining metals company based out of LEVEL 3 SUITE 33 22 RAILWAY RD Subiaco Western Australia Australia,0,0
comp_20962,Frameless Glass Fencing Pty Ltd,,,,,,,In April 2008 at the Salons des Inventions International in Geneva we won a Gold Medal Award which is testimony to the industry s acceptance of our products Our latest range of products provides the best in design and the best in quality which now takes the industry bench mark to a new height,0,0
comp_20963,Francken Metaal B V,,,,,,,Francken Metaal B V is a mining metals company based out of Barwoutswaarder 89 C WOERDEN Netherlands,0,0
comp_20964,Franklin Exchange,,,,,,,Franklin Exchange bring buyers and sellers together from around the world to facilitate the acquisition of all calibre of mining assets and various commodities,4,34
comp_20965,Fraser Osborn QLD Pty Ltd,,,,,,,Engineering Consulting Services to the Industrial Mining and Minerals Processing Sector,8,0
comp_20966,Fraser Range Metals Group Ltd,,98236938,,,,,Fraser Range Metals Group is an early stage explorer for nickel and gold in the Fraser Range region of Western Australia This region is prospective for nickel as shown by the recent Nova and Bollinger nickel discoveries and gold as shown by the Tropicana Gold Project,3,32
comp_20967,Fraser Range Station,,,,,,,As a contract earthmoving business we are specialised in Clearing Rehab Grading Transport Bushfire mitigation and Wildfire suppression Our clients are mainly mining exploration and government acencies,2,29
comp_20968,Fraser Lever Pty Ltd,,,,,,,Fraser Lever is a multidiscipline engineering company working primarily in the resources sector The extent of services provided depends on Client requirements and can include design and specification only design specification and supervision through to full Engineering Procurement and Construction Management EPCM Projects include scoping studies pre feasibility studies feasibility studies new projects plant modifications and upgrades and plant relocation special purpose machinery design infrastructure and environmental designs Fraser Lever is focused on providing a comprehensive high quality service and can cater for all stages of projects from project conception through to operations handover Fraser Lever Pty Ltd is a newly formed business resulting in the merger of two widely experienced engineering businesses Fraser Osborn Pty Ltd and Lever Aust Pty Ltd Fraser Osborn was established in 1985 and has serviced mining government etc etc client for over 30 years and Lever Aust Pty Ltd was established in 2009 and has serviced primarily the mining industry To this end our company has been certified as an ISO9001 Quality Assured Business To further our commitment to sustainability in our work place and in the services and equipment we provide to our clients our Environmental Management System is certified to ISO14001 and our Occupational Health and Safety system is certified to ISO45001,19,643
comp_20969,Frazer Mckay,,,,,,,Not Provided,0,0
comp_20970,Fred Tapping Pty Ltd,,,,,,,Not Provided,0,0
comp_20971,Free smartphone app South Australia Mining,,,,,,,Designed for investors this free app highlights real time investment opportunities within SA s mineral and energy resources sector r n r nDownload for free from the App Store and Google Play,0,0
comp_20972,Freeburn Surveyors,,,,,,,Freeburn Surveyors is a mining metals company based out of Suite 2 Surveyor House 2 Castlereagh Street PENRITH NSW Australia,0,3
comp_20973,Fremantle Metallurgy,,,,,,,Fremantle Metallurgy is a boutique metallurgical processing laboratory that specialises in flowsheet development and troubleshooting process problems We have many years experience in metallurgical testwork and providing process and solutions from the laboratory to on site r n r nFremantle Metallurgy designs mineral processing equipment and has a number of experienced fabricators committed to quality and excellence r n r nFremantle Metallurgy offers training in the areas of sample preparation mineralogical assessment thickening filtration and operation of mineral processing equipment In addition courses covering flowsheet development and equipment design and selection are also offered,7,118
comp_20974,Fremantle Steel Fabrication,,,,,,,Fremantle Steel Fabrication is a mining metals company based out of LOT 600 PRINSEP RD Jandakot Western Australia Australia,11,9
comp_20975,Fremantle Steel Fabrication Co W A Pty Ltd,,,,,,,Steel fabrication and construction,2,10
comp_20976,Frisco Landscape Supplies,,,,,,,Frisco Landscape Supplies is a mining metals company based out of 388 Freemans Dr Cooranbong Australia,0,0
comp_20977,Frog Metals,,,,,,,Not Provided,0,1
comp_20978,Frontline Aluminium Windows,,,,,,,Frontline Aluminium Windows is a mining metals company based out of 21 Wellard St Bibra Lake Australia,0,0
comp_20979,Frontline Diesel,,,,,,,Heavy diesel mechanics based in Perth Whether you are metropolitan rural or on a mine site our mobile team can assist with Labour Hire Planned Maintenance or Breakdown Repairs,0,4
comp_20980,Frontline Geological Resources,,,,,,,Frontline Geological Resources is a mining metals company based out of Australia,0,0
comp_20981,Frontline Mining Services PTY LTD,,621430153,,,,,Frontline Mining Services is a local Kalgoorlie based company that services the Australian mining industry nFormally Vetters Mining Services established in 2017 we pride ourselves on being a family owned and operated company With a background in surface and underground mining mechanical repairs we have the knowledge and experience to fulfill a wide range of customer requirements and know what it takes to get the job done in a timely and safe manner Our combined 18 years of mining experience enables us to offer a diverse range of services to our Clients We undertake all work no matter what size task at hand with dedication to excellence and reliability With a workshop facility based in Kalgoorlie complemented with a fleet of mine site ready field service vehicles we are equipped to tackle any job,0,63
comp_20982,Fryer Powder Coating,,,,,,,Fryer Powder Coating is a mining metals company based out of Scarborough Way Lonsdale Australia,0,0
comp_20983,Fuelfix Pty Ltd,,104305991,,,,,The largest provider of refuelling solutions and portable fuel tanks across Australia Enquire online today,5,1
comp_20984,Fugro Airborne Surveys,,,,,,,Not Provided,58,649
comp_20985,Fugro Geophysics,,,,,,,involved in mineral exploaration for oil and gas exploration and precious metals eg gold,2,306
comp_20986,Fuji SMBE Harwal Pty Ltd,,113905598,,,,,of which we are a wholly owned subsidiary SMBE is a market leader throughout the region providing quality products and switchgear solutions with manufacturing facilities in Singapore Malaysia Indonesia and Australia,20,0
comp_20987,Fulcrum Engineering,,,,,,,Engineering Project Management Maintenance Improvement and Compliance Solutions for Heavy Industry,2,0
comp_20988,Full Production Podcast,,,,,,,The Full Production Podcast gives people in mining the chance to listen in on conversations shaping the industry Each week host Peter Finn bring you some of the top minds in mining to talk about active operations and new projects coming online navigating a career in mining news and innovation as well as the unique challenges facing the industry Peter has more than 15 years experience in the mining industry and is the owner of FACE Contracting a mining contracting outfit that specialises in delivering labour hire and workforce management services for projects all around Australia and New Zealand Listeners can get to know Peter Finn s full story on episode 12 of the podcast You can find and subscribe to Full Production on all your favourite podcasting platforms or on our website at fullproduction com au P S Find our Full Production Group on Facebook and be a part of a thriving community of miners and other people involved in the mining industry There you can find live updates from host Peter Finn as well as exclusive content and networking opportunities,0,221
comp_20989,FullBore Mining,,,,,,,Drill Blast specialists,8,0
comp_20990,Fullboar Mining amp,,,,,,,Not Provided,2,7
comp_20991,Fundamental Solutions Pty Ltd,,,,,,,Fundamental Solutions specializes in writing high quality operations and training manuals primarily for the mining and resources sector but important to any organisation that requires a basic level of understanding by personnel of complex processes Beautifully illustrated and specific to each site and operation phase r n r nManuals can either form part of documentation usually required under EPCM or similar for greenfields sites or as a snapshot of an existing operation r n r nAlthough the company is Perth based manuals can be written for operations situated in any location Previously written for operations across Australia as well as Africa Mozambique Madagascar and China r n r nFundamental Solutions also develops and delivers training programmes based on the manuals,0,32
comp_20992,Fundere Fine Art Foundry,,,,,,,Fundere Fine Art Foundry is a mining metals company based out of 27 29 Western Ave Sunshine Australia,0,0
comp_20993,Furnace Solutions Pty Ltd,,608351515,,,,,Furnace Solutions is a specialist furnace kiln process vessel refractory removal company nSpecialist meaning we do not have any distraction in the form of other industries to service We have significant years of experience in the mineral processing maintenance industry and we understand our customers requirements intimately and are committed to delivering on these nOur name is our motto We are the solution nWe pride ourselves on being able to manage critical path specialist projects for on time on budget results We have the resources with proven high performance results on difficult and challenging projects,27,579
comp_20994,Furnace Technologies Pty Ltd,,63407581,,,,,Since 1994 Furnace Technologies Pty Ltd has specialised in the design and manufacture of furnaces ovens and industrial process equipment for customers worldwide Through many years of research and development Furnace Technologies has accumulated a tremendous know how about heating and heating systems We can design build and commission gas electrical and oil fired equipment and integrate it into an existing plant We also have a standard range of kilns heat treatment furnaces fire assay furnaces smelting furnaces as well as elements controls systems burners and switching devices We continually apply new technologies to improve old concepts and processes and our experience and capabilities allow us to design and manufacture custom equipment specifically to customer requirements Our General Manager Peter Symonds studied Applied Computational Physics and has been designing and building this type of equipment since 1987 He is supported by a team comprised of highly skilled and experienced designers tradespeople and manufacturing and office staff Our equipment is manufactured on site in our factory in Jandakot Western Australia so you can be certain that you are getting a quality Australian made product,5,116
comp_20995,Furnace and Assay Supplies,,,,,,,Furnace Assay Supplies provides onsite servicing or repairs and offsite technical support for nearly all forms of fire assay furnaces for many laboratories in some of the most remote locations of the world r n r nThe company has a professional and experienced team in manufacturing servicing and administration complete with the guidance and continued involvement of Peter and Megan Bellinger where all staff members are personally selected and trained by Peter and Megan to ensure that the quality of product level of service and reputation that the Furnace Assay brand was built on remains the same,3,96
comp_20996,Fused Fabrications,,,,,,,Fused Fabrications is a mining metals company based out of 4 9 Frog Ct Craigieburn Australia,0,0
comp_20997,FusionFab,,,,,,,FusionFab is a mining metals company based out of 189 Molle Rd Ransome Australia,0,0
comp_20998,Future Engineering Australia,,,,,,,Future Engineering has been manufacturing precision components for many industries from its Perth based factory since 1991,2,7
comp_20999,Future Engineering PERTH,,,,,,,Future Engineering is an Advanced Manufacturing Company and offers a variety of specialised machining and Fabrication services Future Engineering has been manufacturing precision components for many industries from its Perth based factory since 1991 Our new and larger facility along with an investment in up to date CNC machinery has allowed us to keep abreast of industry standards Our experienced First Class Machinists and staff are committed to producing high quality machined parts,0,5
comp_21000,Future Quarry Resources,,,,,,,Not Provided,2,0
comp_21001,FutureMine Solutions,,,,,,,FutureMine Solutions is your integration partner for effective adoption of enabling technologies to improve productivity and HSE performance at mining and processing enterprises We assist miners develop their FutureMine by providing technical and engineering services and products while steering the application of best fit technology guided by a value driven roadmap including adoption of  Battery electric vehicles together with mine planning advice and design of supporting infrastructure n Digital mine technologies and IoT selected to ensure equipment interoperability n Autonomous and teleremote machines n Selection and integrating of anti collision and proximity detection n Energy efficient electrical equipment selection including LED lighting and variable speed drives To complement our technology products FutureMine Solutions also offers a broad range of mine focussed engineering services such as  Qld EEM and MEM statutory engineering support and relief services n EEHA design classification and auditing n Compliance auditing against AS NZS standards Qld and NSW mining legislation n Asset audits including RPA drone based inspection of elevated structures n General project engineering and project control n,0,51
comp_21002,G C Foundry,,,,,,,Not Provided,4,7
comp_21003,G J Containers,,,,,,,G J Containers is a mining metals company based out of 433B SOMERVILLE RD Tottenham Victoria Australia,0,0
comp_21004,G P Powder Coating Melbourne,,,,,,,G P Powder Coating was first established in 1989 by the current owner and manager Peter Camilleri G P has been providing specialist services to a range of clients in a variety of industries Since this time he has fostered long term relationships with all his client base Peter has been in the powder coat industry for over 25 years and has a vast knowledge of all application processes any question you might have relating to a powder coat process Peter is sure to have the answer,0,0
comp_21005,G Force Reo,,,,,,,For all your concreting needs you can rely on our high quality and efficient service that is dedicated to achieving your desired outcomes Having quickly turned into a first choice for many of our clients we have set ourselves apart thanks to our highly personalised service,0,0
comp_21006,G J R Plumbing Draining Pty Ltd,,,,,,,G J R Plumbing Draining Pty Ltd is a mining metals company based out of 2847 Old Cleveland Rd Chandler Australia,0,0
comp_21007,G R Welding Engineering,,,,,,,G R Welding Engineering is a mining metals company based out of 3 6 Marinus Pl Erina Australia,0,0
comp_21008,G B Stainless Pty LTD,,,,,,,G B Stainless Pty LTD is a mining metals company based out of 163 Magnesium Dr Crestmead Australia,5,0
comp_21009,G C Pastoral Drilling,,,,,,,G C Pastoral Drilling is a mining metals company based out of 66 Smith St Alice Springs Australia,0,0
comp_21010,G G Mining,,,,,,,Specialists in the design manufacture maintenance repair and refurbishment of high quality attachments and components for the mining industry across both mobile and fixed plant applications Products include n Excavator Face Shovel and Wheel Loader Buckets n Dump Truck Trays n Water Tank Modules n Wear Packages Hardox Wearparts and White Iron Services include n Fabrication Refurbishment and Overhaul Services including Bucket Tray Boom and Stick Refurbishment and Repair n Water Tank and Service Module Refurbishment and Repair n General and Custom Fabrication Services including Tanks Platforms Hand Rails Chutes Hoppers etc n Paint and Blast Services n On Site Repair Maintenance Services and Labour Hire n Engineering Design and Analysis n Wear and Materials Consultancy n 3D Laser Scanning Services G G Mining Fabrication is now a wholly owned subsidiary of SSAB AB a Nordic and US based steel maker and the manufacturer of Hardox wear plate By combining our long history of end user and application knowhow and our strengths in refurbishment design and fabrication of mining earthmoving equipment with SSAB s wear and material knowledge we are confident we can offer you superior products and services to meet your production and cost of ownership challenges Our purpose built facility sits on 7 acres with a 3 500sm m workshop containing 2x overhead cranes with a combined under hook weight of 64T The site also houses our large state of the art sandblasting and spray painting facility Please contact us today for more information on 61 0 8 6258 3333 service ggminingfab com nFacebook ggminingfab nTwitter Ilikebigbuckets,27,2972
comp_21011,G Mech Group,,,,,,,G Mech has been supplying goods and services for any pumping solution for the last 15 years to the Bowen Basin These include but are not limited to  Diaphragm Pumps Supply and Repairs n Labour Hire n Dewatering Infrastructure manufacturing and hire n Environmental Management Products n Adheseal Roofing Products and Sealants n Epoxy s and Resins n Battery Operated Power Tools n Hand Tools n Main Pump Stations n Boost Pumps n Coal Fine Recovery n Vacuum Loading Solids Pumps n Underground Equipment Overhauls including flameproof item n Spill Containment Environmental Products Contact our friendly team to discuss your pumping needs today,0,0
comp_21012,G W Metal Spinners Vic Pty Ltd,,,,,,,is a family owned and operated business that commenced its operations in 1971 Our dedication to excellence of design and manufacture has earned us the reputation as being one of Australia s leading manufacturers of recessed downlights reflectors and lighting applications for all fields of the lighting industry Among other things we also manufacture brassware incorporating brass bed knobs steel pressure vessel components and end caps for air filters,0,0
comp_21013,G A L Harrington Pty Ltd,,,,,,,G A L Harrington Pty Ltd is a mining metals company based out of Australia,0,0
comp_21014,G B STONE SRL,,,,,,,A fresh dynamic business created by combining the knowledge and experience of 30 years of work in the marble industry We can offer a complete service from personally selecting the marble to delivering the final product nOur depot is situated between the Apuane mountains above Carrara the centre of the world s finest marble and the port Having a depot in this area ensures that we have direct access to the quarries and we make daily visits to select marble according to client specification nWe can provide the best quality and most suitable marble and granite to satisfy any requirement whether it be for bulk supply to the construction industry or for small quantities to meet specific design needs Our own transport can provide transfer to the port for onward delivery by sea or overland as required,0,14
comp_21015,G E G Sheetmetal,,,,,,,Whether it be tool boxes or custom fit containers for utility vehicles we fabricate to your specifications using a variety of different metals These include stainless steel mild steel galvanised metal and aluminium It doesn t matter if you require fabrication on a large scale or just for a small one off job Our services include guillotining bending notching and MIG TIG stud and spot welding No matter the requirements we provide quality work that is both versatile and enduring,0,0
comp_21016,G J Bradding Heating Cooling Systems,,,,,,,G J Bradding Heating Cooling Systems is a family owned business that serves Geelong Melbourne and Ballarat We have 30 years of experience in supplying and installing superior air conditioning and heating systems for homes offices and commercial developments,0,0
comp_21017,G S Diamant,,,,,,,Azienda produttrice di utensili diamanti per la lavorazione di marmo granito ceramica materiali tecnici cemento e vetro Company producer of diamond tools for processing marble granite ceramic technical materials cement and glass,0,23
comp_21018,GA PERRY,,,,,,,Thirdly we offer the most competitive pricing in Perth and after our first half an hour we only bill in 15 minutes increments With our rates for all of our services priced at only 99 for the first 30 minutes on site then 33 per 15 minutes plus any materials if used you are getting value for your dollar,5,0
comp_21019,GARTH SHORT MINING PTY LTD,,,,,,,GARTH SHORT MINING PTY LTD is a mining metals company based out of 2A JAMES ST CESSNOCK New South Wales Australia,0,1
comp_21020,GASCOYNE ENTERPRISES LIMITED,,,,,,,GASCOYNE ENTERPRISES LIMITED is a mining metals company based out of JUST ACCOUNTS TYRONE HOUSE HAYDOCK LANE HAYDOCK INDUSTRIAL ESTATE HAYDOCK ST HELENS United Kingdom,0,0
comp_21021,GB Auto Group Pty Ltd,,90012052,,,,,GB Auto services the fleet heavy vehicle and mobile equipment industries throughout Australia Our team of more than 130 highly skilled personnel is committed to maintaining our reputation for the best service quality and products in the sector Our history of service excellence extends over 35 years Our services include nAuto Electrical nAir Conditioning nMechanical light and heavy nFire Suppression nPersonnel hire nMachine Assembly nMDG15 Compliance nParts nGPS Commercial Radios nFleet Management Systems nProject Management nTraining nSchematics nAudits nand more GB Auto have branches at Orange Ulan Mudgee Singleton in the Hunter Valley Sydney and Gunnedah in the New England region GB Auto has over 60 fully equipped and stocked field service vehicles ensuring an efficient response to our customers needs Our ability to work on site in both underground and surface operations or in our workshops ensures all your requirements are fulfilled GB Electric Vehicles are the Australian and New Zealand distributors for the Tembo e LV Electric Cruiser and Electric Hilux HLX These vehicles are zero emission battery electric workhorses with low maintenance and operational costs,46,1153
comp_21022,GB Garage Doors,,,,,,,We offer residential commercial and industrial installation and repair of all your garage door and gate needs Don t keep dealing with the inconvenience of multiple gates and or garage doors GB Garage doors will make it as easy as the push of a button Cell phone connectivity keypads battery back ups alarm integration and priority based access systems are possible with some of our advanced installations,0,0
comp_21023,GBE Exploration Pty Ltd,,,,,,,GBE Exploration Pty Ltd ACN 121 535 948 is the wholly owned subsidiary of ASX listed GB Energy Limited ASX GBX ACN 118 758 949 r n r nGB Energy Limited is a highly leveraged Iron Oxide Copper Gold IOCG and Uranium explorer in South Australia r n r nGB Energy Limited continuously reviews investment opportunities in the resources and non resources sectors with a view to strategic acquisitions that increase shareholder value,0,10
comp_21024,GBF Underground Mining Company,,,,,,,GBF Underground Mining Company began in 1988 in the Western Australian Goldfields as a locally owned and operated private underground mining contractor The founders had a vision to become the Australian Mining Industry s preferred services provider through continuous improvement and a commitment to excellence in safety quality efficiency and client services From this origin GBF has become a dynamic provider of a range of services to the mining sector,131,2813
